a,b,c,d,total_with_term,odds_ratio,fold_enrichment,p_value,mp_term_id,mp_term_name,top_level_mp_id,top_level_mp_name,p_adjusted,significant,classification,procedures,classification_reason
9,124,180,6236,189,2.514516129032258,2.3447905477980666,0.014434230364350714,MP:0002115,abnormal limb bone morphology,MP:0005390,skeleton phenotype,0.032805069009887985,True,independent,BCMLA_XRY_001; CCP_XRY_001; ESLIM_006_001; ESLIM_020_001; HMGULA_HWT_001; HRWLLA_XRY_001; IMPC_HWT_001; IMPC_XRY_001; KMPCLA_HWT_001; M-G-P_006_001; MGP_CSD_001; MGP_XRY_001; TCPLA_XRY_001,default
9,124,180,6236,189,2.514516129032258,2.3447905477980666,0.014434230364350714,MP:0011504,abnormal limb long bone morphology,MP:0005390,skeleton phenotype,0.032805069009887985,True,independent,BCMLA_XRY_001; CCP_XRY_001; ESLIM_006_001; ESLIM_020_001; HMGULA_HWT_001; HRWLLA_XRY_001; IMPC_HWT_001; IMPC_XRY_001; KMPCLA_HWT_001; M-G-P_006_001; MGP_CSD_001; MGP_XRY_001; TCPLA_XRY_001,default
9,124,182,6234,191,2.48608649415101,2.320237767192851,0.015372656892732501,MP:0003723,abnormal long bone morphology,MP:0005390,skeleton phenotype,0.03341881933202718,True,independent,BCMLA_XRY_001; CCP_XRY_001; ESLIM_006_001; ESLIM_020_001; HMGULA_HWT_001; HRWLLA_XRY_001; IMPC_HWT_001; IMPC_XRY_001; KMPCLA_HWT_001; M-G-P_006_001; MGP_CSD_001; MGP_XRY_001; TCPLA_XRY_001,default
2,131,9,6407,11,10.868532654792197,8.952836637047163,0.019968723199051384,MP:0001533,abnormal skeleton physiology,MP:0005390,skeleton phenotype,0.03840139076740651,True,independent,ESLIM_005_001,default
2,131,9,6407,11,10.868532654792197,8.952836637047163,0.019968723199051384,MP:0002896,abnormal bone mineralization,MP:0005390,skeleton phenotype,0.03840139076740651,True,independent,ESLIM_005_001,default
2,131,9,6407,11,10.868532654792197,8.952836637047163,0.019968723199051384,MP:0008271,abnormal bone ossification,MP:0005390,skeleton phenotype,0.03840139076740651,True,independent,ESLIM_005_001,default
8,125,174,6242,182,2.2959080459770114,2.1644220441212925,0.031410127826074094,MP:0000558,abnormal tibia morphology,MP:0005390,skeleton phenotype,0.058166903381618694,False,independent,BCMLA_XRY_001; CCP_XRY_001; ESLIM_006_001; ESLIM_020_001; HMGULA_HWT_001; HRWLLA_XRY_001; IMPC_HWT_001; IMPC_XRY_001; KMPCLA_HWT_001; M-G-P_006_001; MGP_XRY_001; TCPLA_XRY_001,default
2,131,15,6401,17,6.51501272264631,5.793011941618753,0.04562293340190633,MP:0000162,lordosis,MP:0005390,skeleton phenotype,0.0814695239319756,False,independent,CCP_XRY_001; MGP_XRY_001,default
2,131,16,6400,18,6.106870229007634,5.471177944862155,0.0506577107975805,MP:0000150,abnormal rib morphology,MP:0005390,skeleton phenotype,0.08734088068548364,False,independent,CCP_XRY_001; ESLIM_006_001; IMPC_XRY_001; M-G-P_006_001; MGP_XRY_001,default
6,127,128,6288,134,2.3208661417322833,2.2048030524071374,0.05464318709295797,MP:0000137,abnormal vertebrae morphology,MP:0005390,skeleton phenotype,0.09013181061021518,False,independent,CCP_XRY_001; ESLIM_006_001; IMPC_XRY_001; KMPCLA_XRY_001; M-G-P_006_001; MGP_XRY_001,default
2,131,17,6399,19,5.746744499326448,5.183221210922042,0.055881722578333404,MP:0004509,abnormal pelvic girdle bone morphology,MP:0005390,skeleton phenotype,0.09013181061021518,False,independent,CCP_XRY_001; IMPC_XRY_001; MGP_XRY_001,default
1,132,2,6414,3,24.295454545454547,16.413533834586467,0.05970534051447911,MP:0005298,abnormal clavicle morphology,MP:0005390,skeleton phenotype,0.09165828575845407,False,independent,IMPC_XRY_001; MGP_XRY_001,default
4,129,69,6347,73,2.8522637905853276,2.698115150890926,0.060494468600579686,MP:0000157,abnormal sternum morphology,MP:0005390,skeleton phenotype,0.09165828575845407,False,independent,IMPC_PAT_002; TCPLA_PAT_002,default
7,126,172,6244,179,2.016795865633075,1.9256101146721551,0.0714040253176965,MP:0004703,abnormal vertebral column morphology,MP:0005390,skeleton phenotype,0.1050059195848478,False,independent,CCP_XRY_001; ESLIM_006_001; HRWLLA_XRY_001; IMPC_EMA_002; IMPC_EMO_002; IMPC_XRY_001; KMPCLA_XRY_001; M-G-P_006_001; MGP_XRY_001,default
3,130,55,6361,58,2.668951048951049,2.5469276639875553,0.1131320772384493,MP:0004174,abnormal spine curvature,MP:0005390,skeleton phenotype,0.1616172531977847,False,independent,CCP_XRY_001; HRWLLA_XRY_001; IMPC_EMA_002; IMPC_EMO_002; IMPC_XRY_001; KMPCLA_XRY_001; MGP_XRY_001,default
2,131,30,6386,32,3.2498727735368957,3.077537593984962,0.1370270832438063,MP:0004357,long tibia,MP:0005390,skeleton phenotype,0.18517173411325177,False,independent,CCP_XRY_001; ESLIM_006_001; ESLIM_020_001; HMGULA_HWT_001; HRWLLA_XRY_001; IMPC_HWT_001; IMPC_XRY_001; KMPCLA_HWT_001; TCPLA_XRY_001,default
2,131,30,6386,32,3.2498727735368957,3.077537593984962,0.1370270832438063,MP:0004695,increased length of long bones,MP:0005390,skeleton phenotype,0.18517173411325177,False,independent,CCP_XRY_001; ESLIM_006_001; ESLIM_020_001; HMGULA_HWT_001; HRWLLA_XRY_001; IMPC_HWT_001; IMPC_XRY_001; KMPCLA_HWT_001; TCPLA_XRY_001,default
5,128,135,6281,140,1.8174189814814814,1.7585929108485499,0.15518033432869402,MP:0002764,short tibia,MP:0005390,skeleton phenotype,0.19894914657524873,False,independent,BCMLA_XRY_001; CCP_XRY_001; ESLIM_006_001; ESLIM_020_001; IMPC_HWT_001; IMPC_XRY_001; KMPCLA_HWT_001; TCPLA_XRY_001,default
5,128,135,6281,140,1.8174189814814814,1.7585929108485499,0.15518033432869402,MP:0004686,decreased length of long bones,MP:0005390,skeleton phenotype,0.19894914657524873,False,independent,BCMLA_XRY_001; CCP_XRY_001; ESLIM_006_001; ESLIM_020_001; IMPC_HWT_001; IMPC_XRY_001; KMPCLA_HWT_001; TCPLA_XRY_001,default
1,132,8,6408,9,6.068181818181818,5.471177944862155,0.16870579616931217,MP:0005270,abnormal zygomatic bone morphology,MP:0005390,skeleton phenotype,0.2055483091659475,False,independent,CCP_XRY_001; IMPC_XRY_001; MGP_XRY_001,default
2,131,35,6381,37,2.783424209378408,2.661654135338346,0.17266057969939588,MP:0003189,fused joints,MP:0005390,skeleton phenotype,0.2055483091659475,False,independent,CCP_XRY_001; ESLIM_006_001; IMPC_XRY_001; M-G-P_006_001; MGP_XRY_001,default
2,131,35,6381,37,2.783424209378408,2.661654135338346,0.17266057969939588,MP:0004609,vertebral fusion,MP:0005390,skeleton phenotype,0.2055483091659475,False,independent,CCP_XRY_001; ESLIM_006_001; IMPC_XRY_001; M-G-P_006_001; MGP_XRY_001,default
4,129,105,6311,109,1.8637135474344777,1.8069945505966751,0.180368888955237,MP:0005274,abnormal viscerocranium morphology,MP:0005390,skeleton phenotype,0.20973126622701976,False,independent,CCP_XRY_001; ESLIM_006_001; HRWLIP_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_PAT_002; IMPC_XRY_001; M-G-P_006_001; M-G-P_026_001; MGP_CSD_001; MGP_XRY_001; RBRCLA_CSD_003,default
1,132,10,6406,11,4.8530303030303035,4.4764183185235815,0.20217558022787177,MP:0004613,fusion of vertebral arches,MP:0005390,skeleton phenotype,0.22974497753167247,False,independent,CCP_XRY_001; IMPC_XRY_001; MGP_XRY_001,default
3,130,83,6333,86,1.7607970342910102,1.7176954012939325,0.2539091319920216,MP:0000062,increased bone mineral density,MP:0005390,skeleton phenotype,0.2821212577689129,False,independent,ESLIM_005_001; HMGULA_DXA_001; HRWLLA_DXA_001; IMPC_DXA_001; KMPCLA_DXA_001; M-G-P_005_001,default
3,130,87,6329,90,1.6787798408488064,1.6413533834586465,0.2759693471356842,MP:0002100,abnormal tooth morphology,MP:0005390,skeleton phenotype,0.2903475454695848,False,independent,CCP_XRY_001; ESLIM_006_001; HRWLIP_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_PAT_002; IMPC_XRY_001; M-G-P_006_001; M-G-P_026_001; MGP_CSD_001; MGP_XRY_001; RBRCLA_CSD_003,default
3,130,87,6329,90,1.6787798408488064,1.6413533834586465,0.2759693471356842,MP:0030254,abnormal dental arch morphology,MP:0005390,skeleton phenotype,0.2903475454695848,False,independent,CCP_XRY_001; ESLIM_006_001; HRWLIP_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_PAT_002; IMPC_XRY_001; M-G-P_006_001; M-G-P_026_001; MGP_CSD_001; MGP_XRY_001; RBRCLA_CSD_003,default
5,128,169,6247,174,1.4439256656804733,1.4149598133264194,0.2787336436508014,MP:0010123,increased bone mineral content,MP:0005390,skeleton phenotype,0.2903475454695848,False,independent,BCMLA_DXA_001; ESLIM_005_001; HMGULA_DXA_001; HRWLLA_DXA_001; IMPC_DXA_001; JAXLA_DXA_001; KMPCLA_DXA_001; M-G-P_005_001; TCPLA_DXA_001; UCDLA_DXA_001,default
3,130,101,6315,104,1.442878903274943,1.420401966454598,0.35412768859044025,MP:0000454,abnormal jaw morphology,MP:0005390,skeleton phenotype,0.3613547842759594,False,independent,CCP_XRY_001; ESLIM_006_001; HRWLIP_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_PAT_002; IMPC_XRY_001; M-G-P_006_001; M-G-P_026_001; MGP_CSD_001; MGP_XRY_001; RBRCLA_CSD_003,default
1,132,26,6390,27,1.8618881118881119,1.8237259816207183,0.42597735618795873,MP:0000160,kyphosis,MP:0005390,skeleton phenotype,0.42597735618795873,False,independent,CCP_XRY_001; IMPC_XRY_001; MGP_XRY_001,default
