a,b,c,d,total_with_term,odds_ratio,fold_enrichment,p_value,mp_term_id,mp_term_name,top_level_mp_id,top_level_mp_name,p_adjusted,significant,classification,procedures,classification_reason
2,131,5,6411,7,19.57557251908397,14.0687432867884,0.008040682261123323,MP:0003043,hypoalgesia,MP:0005386,behavior/neurological phenotype,0.01507627923960623,True,independent,ESLIM_012_001; GMC_923_001; HRWL_VFR_001; IMPC_FOR_001; JAX_HRG_001; JAX_VFR_001; M-G-P_012_001,default
2,131,5,6411,7,19.57557251908397,14.0687432867884,0.008040682261123323,MP:0003313,abnormal locomotor activation,MP:0005386,behavior/neurological phenotype,0.01507627923960623,True,independent,ESLIM_008_001; M-G-P_008_001; RBRCLA_YMZ_001,default
3,130,19,6397,22,7.769635627530365,6.714627477785372,0.009507872354809916,MP:0001968,abnormal touch/nociception,MP:0005386,behavior/neurological phenotype,0.017392449429530336,True,independent,ESLIM_008_001; ESLIM_012_001; GMC_923_001; HRWL_VFR_001; IMPC_FOR_001; IMPC_GEP_003; JAX_HRG_001; JAX_VFR_001; M-G-P_008_001; M-G-P_012_001; UCD_HRG_001; UCD_VFR_001,default
3,130,21,6395,24,7.027472527472527,6.155075187969925,0.012133187331863674,MP:0001454,abnormal cued conditioning behavior,MP:0005386,behavior/neurological phenotype,0.02166640594975656,True,independent,HRWLLA_FEA_001; ICSLA_FEA_001; ICS_FEA_001; IMPC_FEA_001; KMPCLA_FEA_001,default
2,131,8,6408,10,12.229007633587786,9.84812030075188,0.01655607721131009,MP:0001970,abnormal pain threshold,MP:0005386,behavior/neurological phenotype,0.028756929075988567,True,independent,ESLIM_012_001; GMC_923_001; HRWL_VFR_001; IMPC_FOR_001; JAX_HRG_001; JAX_VFR_001; M-G-P_012_001; UCD_HRG_001; UCD_VFR_001,default
5,128,69,6347,74,3.5931838768115942,3.3270676691729326,0.01687073172457996,MP:0000745,tremors,MP:0005386,behavior/neurological phenotype,0.028756929075988567,True,independent,ESLIM_008_001; GMC_923_001; HMGULA_SHI_001; HRWLLA_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; JAXLA_CSD_003; M-G-P_008_001; MGP_CSD_001; TCPLA_CSD_003; UCDLA_CSD_003,default
2,131,9,6407,11,10.868532654792197,8.952836637047163,0.019968723199051384,MP:0011939,increased food intake,MP:0005386,behavior/neurological phenotype,0.03328120533175231,True,independent,HMGULA_CAL_003; IMPC_CAL_003,default
15,118,409,6007,424,1.8669968090837512,1.7420024116896013,0.024415855126764353,MP:0001413,abnormal response to new environment,MP:0005386,behavior/neurological phenotype,0.03896147094696439,True,independent,BCMLA_LDT_001; BCMLA_OFD_001; CCP_LDT_001; ESLIM_008_001; GMC_916_001; HMGULA_OFD_001; HRWLIP_CSD_003; HRWLLA_CSD_003; HRWLLA_OFD_001; ICSLA_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_LDT_001; IMPC_OFD_001; IMPC_YMZ_001; JAXLA_CSD_003; JAXLA_HBD_001; JAXLA_LDT_001; JAX_HBD_001; JAX_LDT_001; M-G-P_008_001; MGP_CSD_001; RBRCLA_YMZ_001; TCPIP_CSD_003; TCPLA_CSD_003; UCDLA_CSD_003; UCD_HBD_001,default
15,118,409,6007,424,1.8669968090837512,1.7420024116896013,0.024415855126764353,MP:0003107,abnormal response to novelty,MP:0005386,behavior/neurological phenotype,0.03896147094696439,True,independent,BCMLA_LDT_001; BCMLA_OFD_001; CCP_LDT_001; ESLIM_008_001; GMC_916_001; HMGULA_OFD_001; HRWLIP_CSD_003; HRWLLA_CSD_003; HRWLLA_OFD_001; ICSLA_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_LDT_001; IMPC_OFD_001; IMPC_YMZ_001; JAXLA_CSD_003; JAXLA_HBD_001; JAXLA_LDT_001; JAX_HBD_001; JAX_LDT_001; M-G-P_008_001; MGP_CSD_001; RBRCLA_YMZ_001; TCPIP_CSD_003; TCPLA_CSD_003; UCDLA_CSD_003; UCD_HBD_001,default
15,118,422,5994,437,1.8055667121857177,1.690180829648492,0.03091384545228024,MP:0001515,abnormal grip strength,MP:0005386,behavior/neurological phenotype,0.047317110386143224,True,independent,ESLIM_009_001; HMGULA_GRS_001; HRWLLA_GRS_001; IMPC_GRS_001; JAXLA_GRS_001; KMPCLA_GRS_001; TCPIP_GRS_001; TCPLA_GRS_001; UCDIP_GRS_001,default
15,118,422,5994,437,1.8055667121857177,1.690180829648492,0.03091384545228024,MP:0004262,abnormal physical strength,MP:0005386,behavior/neurological phenotype,0.047317110386143224,True,independent,ESLIM_009_001; HMGULA_GRS_001; HRWLLA_GRS_001; IMPC_GRS_001; JAXLA_GRS_001; KMPCLA_GRS_001; TCPIP_GRS_001; TCPLA_GRS_001; UCDIP_GRS_001,default
4,129,73,6343,77,2.694276308803228,2.5579533248706183,0.07078569816804169,MP:0001523,impaired righting response,MP:0005386,behavior/neurological phenotype,0.10209475697313705,False,vestibular,BCMLA_CSD_003; HMGULA_SHI_001; HRWLIP_CSD_003; HRWLLA_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; JAXLA_CSD_001; JAXLA_CSD_003; MGP_CSD_001,keyword/ontology
4,129,73,6343,77,2.694276308803228,2.5579533248706183,0.07078569816804169,MP:0002862,abnormal righting response,MP:0005386,behavior/neurological phenotype,0.10209475697313705,False,vestibular,BCMLA_CSD_003; GMC_923_001; HMGULA_SHI_001; HRWLIP_CSD_003; HRWLLA_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; JAXLA_CSD_001; JAXLA_CSD_003; MGP_CSD_001,keyword/ontology
4,129,73,6343,77,2.694276308803228,2.5579533248706183,0.07078569816804169,MP:0002980,abnormal postural reflex,MP:0005386,behavior/neurological phenotype,0.10209475697313705,False,independent,BCMLA_CSD_003; GMC_923_001; HMGULA_SHI_001; HRWLIP_CSD_003; HRWLLA_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; JAXLA_CSD_001; JAXLA_CSD_003; MGP_CSD_001,default
13,120,402,6014,415,1.6206882255389718,1.5424766736117403,0.07768248308154044,MP:0013189,abnormal exploration in a new environment,MP:0005386,behavior/neurological phenotype,0.10992804209651949,False,independent,BCMLA_LDT_001; BCMLA_OFD_001; CCP_LDT_001; GMC_916_001; HMGULA_OFD_001; HRWLIP_CSD_003; HRWLLA_CSD_003; HRWLLA_OFD_001; ICSLA_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_LDT_001; IMPC_OFD_001; IMPC_YMZ_001; JAXLA_CSD_003; JAXLA_HBD_001; JAXLA_LDT_001; JAX_HBD_001; JAX_LDT_001; M-G-P_008_001; RBRCLA_YMZ_001; TCPIP_CSD_003; TCPLA_CSD_003; UCDLA_CSD_003; UCD_HBD_001,default
11,122,327,6089,338,1.6789241489948363,1.602504782666726,0.08148368549735349,MP:0001417,decreased exploration in new environment,MP:0005386,behavior/neurological phenotype,0.11317178541299097,False,independent,BCMLA_LDT_001; CCP_LDT_001; GMC_916_001; HMGULA_OFD_001; HRWLIP_CSD_003; HRWLLA_CSD_003; HRWLLA_OFD_001; ICSLA_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_LDT_001; IMPC_OFD_001; IMPC_YMZ_001; JAXLA_CSD_003; JAXLA_HBD_001; JAXLA_LDT_001; JAX_HBD_001; JAX_LDT_001; M-G-P_008_001; TCPIP_CSD_003; TCPLA_CSD_003; UCDLA_CSD_003,default
2,131,23,6393,25,4.243611018918022,3.939248120300752,0.0906813129037411,MP:0001431,abnormal eating behavior,MP:0005386,behavior/neurological phenotype,0.11726031841001003,False,independent,HMGULA_CAL_003; IMPC_CAL_003,default
2,131,23,6393,25,4.243611018918022,3.939248120300752,0.0906813129037411,MP:0002061,abnormal aggression-related behavior,MP:0005386,behavior/neurological phenotype,0.11726031841001003,False,independent,BCMLA_CSD_003; IMPC_CSD_001; IMPC_CSD_003,default
2,131,23,6393,25,4.243611018918022,3.939248120300752,0.0906813129037411,MP:0005449,abnormal food intake,MP:0005386,behavior/neurological phenotype,0.11726031841001003,False,independent,HMGULA_CAL_003; IMPC_CAL_003,default
2,131,23,6393,25,4.243611018918022,3.939248120300752,0.0906813129037411,MP:0005655,increased aggression,MP:0005386,behavior/neurological phenotype,0.11726031841001003,False,independent,BCMLA_CSD_003; IMPC_CSD_001; IMPC_CSD_003,default
4,129,82,6334,86,2.395159765551144,2.2902605350585765,0.09696830865512297,MP:0001516,abnormal motor coordination/balance,MP:0005386,behavior/neurological phenotype,0.12326479913786818,False,vestibular,BCMLA_CSD_003; GMC_923_001; HMGULA_SHI_001; HMGU_ROT_001; HRWLIP_CSD_003; HRWLLA_CSD_003; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; JAXLA_CSD_001; JAXLA_CSD_003; JAX_ROT_001; MGP_CSD_001,keyword/ontology
2,131,29,6387,31,3.3624638062648065,3.1768130002425417,0.13011557111013222,MP:0002069,abnormal consumption behavior,MP:0005386,behavior/neurological phenotype,0.1626444638876653,False,independent,HMGULA_CAL_003; IMPC_CAL_002; IMPC_CAL_003,default
4,129,108,6308,112,1.811082400229687,1.75859291084855,0.19266663089153824,MP:0020421,increased freezing behavior,MP:0005386,behavior/neurological phenotype,0.23688520191582568,False,independent,HRWLLA_FEA_001; IMPC_FEA_001; KMPCLA_FEA_001,default
5,128,153,6263,158,1.5990093954248366,1.5582468830303606,0.21768263296624396,MP:0001529,abnormal vocalization,MP:0005386,behavior/neurological phenotype,0.25594384356828326,False,independent,BCMLA_CSD_003; ESLIM_008_001; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; JAXLA_CSD_003; M-G-P_008_001; TCPLA_CSD_003,default
1,132,11,6405,12,4.411157024793388,4.103383458646617,0.21840541317826836,MP:0005316,abnormal response to tactile stimuli,MP:0005386,behavior/neurological phenotype,0.25594384356828326,False,independent,ESLIM_008_001; GMC_923_001; IMPC_GEP_003; M-G-P_008_001,default
1,132,11,6405,12,4.411157024793388,4.103383458646617,0.21840541317826836,MP:0012079,abnormal spinal reflex,MP:0005386,behavior/neurological phenotype,0.25594384356828326,False,independent,ESLIM_008_001; GMC_923_001; IMPC_GEP_003; M-G-P_008_001,default
1,132,12,6404,13,4.042929292929293,3.787738577212261,0.23430752118611456,MP:0009453,enhanced contextual conditioning behavior,MP:0005386,behavior/neurological phenotype,0.2703548321378245,False,independent,IMPC_FEA_001,default
2,131,50,6366,52,1.9438167938931297,1.8938692886061306,0.28509748804323165,MP:0002757,decreased vertical activity,MP:0005386,behavior/neurological phenotype,0.3239744182309451,False,independent,BCM_OFD_001; GMC_916_001; IMPC_OFD_001; JAXLA_OFD_001; JAX_OFD_001,default
2,131,53,6363,55,1.832925248451678,1.7905673274094325,0.3077557499639945,MP:0001363,increased anxiety-related response,MP:0005386,behavior/neurological phenotype,0.34450270518357595,False,independent,BCM_OFD_001; CCP_LDT_001; HRWLLA_OFD_001; IMPC_LDT_001; IMPC_OFD_001; JAXLA_LDT_001; JAXLA_OFD_001; JAX_LDT_001; JAX_OFD_001,default
4,129,139,6277,143,1.4002565389548827,1.3773594826226405,0.3307655544949466,MP:0020420,abnormal freezing behavior,MP:0005386,behavior/neurological phenotype,0.36481494981060286,False,independent,HRWLLA_FEA_001; ICS_FEA_001; IMPC_FEA_001; KMPCLA_FEA_001,default
1,132,20,6396,21,2.422727272727273,2.3447905477980666,0.35048771142584556,MP:0012316,enhanced conditioning behavior,MP:0005386,behavior/neurological phenotype,0.3809649037237452,False,independent,IMPC_FEA_001; KMPCLA_FEA_001,default
1,132,29,6387,30,1.6684952978056427,1.6413533834586467,0.46038856295241726,MP:0002797,increased thigmotaxis,MP:0005386,behavior/neurological phenotype,0.4932734603061613,False,independent,BCM_OFD_001; CCP_LDT_001; IMPC_LDT_001; IMPC_OFD_001; JAXLA_LDT_001; JAX_LDT_001; JAX_OFD_001,default
2,131,78,6338,80,1.2405558817772557,1.231015037593985,0.48625614353238233,MP:0011396,abnormal sleep behavior,MP:0005386,behavior/neurological phenotype,0.5063282099375135,False,independent,JAX_SLW_001,default
2,131,78,6338,80,1.2405558817772557,1.231015037593985,0.48625614353238233,MP:0021121,abnormal rhythmic behavior,MP:0005386,behavior/neurological phenotype,0.5063282099375135,False,independent,JAX_SLW_001,default
2,131,79,6337,81,1.2246593873804232,1.2158173210804788,0.4928261243391798,MP:0001415,increased exploration in new environment,MP:0005386,behavior/neurological phenotype,0.5063282099375135,False,independent,BCMLA_LDT_001; BCMLA_OFD_001; GMC_916_001; IMPC_CSD_001; IMPC_CSD_002; IMPC_CSD_003; IMPC_LDT_001; IMPC_OFD_001; JAXLA_CSD_003; JAXLA_HBD_001; JAX_HBD_001; M-G-P_008_001; TCPIP_CSD_003; TCPLA_CSD_003; UCDLA_CSD_003; UCD_HBD_001,default
4,129,215,6201,219,0.8943212547322877,0.8993717169636419,0.6555352412936151,MP:0001488,increased startle reflex,MP:0005386,behavior/neurological phenotype,0.6643938256354207,False,acoustic_dependent,ESLIM_011_001; IMPC_ACS_002; IMPC_ACS_003; KMPCLA_ACS_003,keyword/ontology
2,131,159,6257,161,0.60079696576888,0.6116844907299304,0.8440156701821604,MP:0010052,increased grip strength,MP:0005386,behavior/neurological phenotype,0.8440156701821604,False,independent,ESLIM_009_001; HMGULA_GRS_001; HRWLLA_GRS_001; IMPC_GRS_001; JAXLA_GRS_001; KMPCLA_GRS_001; TCPIP_GRS_001; UCDIP_GRS_001,default
33,100,811,5605,844,2.280702836004932,1.9252841820190285,0.00011789627303763773,MP:0000217,abnormal leukocyte cell number,MP:0005387,immune system phenotype,0.006113077332850583,True,independent,CCP_IMM_001; ESLIM_016_001; ESLIM_018_001; GMC_905_001; HMGULA_HEM_002; HMGULA_IMM_001; HRWLLA_HEM_002; ICSLA_HEM_002; ICS_IMM_002; IMPC_HEM_001; IMPC_HEM_002; IMPC_IMM_001; IMPC_IMM_002; JAXLA_HEM_002; M-G-P_016_001; MGP_BMI_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; RBRCLA_HEM_002; TCPLA_HEM_002; UCDLA_HEM_002,default
33,100,812,5604,845,2.277487684729064,1.923005739200071,0.0001206528420957352,MP:0000716,abnormal immune system cell morphology,MP:0005387,immune system phenotype,0.006113077332850583,True,independent,CCP_IMM_001; ESLIM_016_001; ESLIM_018_001; GMC_905_001; HMGULA_HEM_002; HMGULA_IMM_001; HRWLLA_HEM_002; ICSLA_HEM_002; ICS_IMM_002; IMPC_HEM_001; IMPC_HEM_002; IMPC_IMM_001; IMPC_IMM_002; JAXLA_HEM_002; M-G-P_016_001; MGP_BMI_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; RBRCLA_HEM_002; TCPLA_HEM_002; UCDLA_HEM_002,default
33,100,812,5604,845,2.277487684729064,1.923005739200071,0.0001206528420957352,MP:0008246,abnormal leukocyte morphology,MP:0005387,immune system phenotype,0.006113077332850583,True,independent,CCP_IMM_001; ESLIM_016_001; ESLIM_018_001; GMC_905_001; HMGULA_HEM_002; HMGULA_IMM_001; HRWLLA_HEM_002; ICSLA_HEM_002; ICS_IMM_002; IMPC_HEM_001; IMPC_HEM_002; IMPC_IMM_001; IMPC_IMM_002; JAXLA_HEM_002; M-G-P_016_001; MGP_BMI_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; RBRCLA_HEM_002; TCPLA_HEM_002; UCDLA_HEM_002,default
26,107,614,5802,640,2.2961429571676457,2.0003994360902255,0.0004070852333490463,MP:0000218,increased leukocyte cell number,MP:0005387,immune system phenotype,0.01546923886726376,True,independent,CCP_IMM_001; ESLIM_016_001; ESLIM_018_001; GMC_905_001; HMGULA_HEM_002; HMGULA_IMM_001; HRWLLA_HEM_002; ICSLA_HEM_002; ICS_IMM_002; IMPC_HEM_001; IMPC_HEM_002; IMPC_IMM_001; IMPC_IMM_002; JAXLA_HEM_002; M-G-P_016_001; MGP_BMI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; RBRCLA_HEM_002; TCPLA_HEM_002,default
12,121,195,6221,207,3.163890654799746,2.854527623406342,0.0009607616722014938,MP:0005013,increased lymphocyte cell number,MP:0005387,immune system phenotype,0.026663517306558235,True,independent,CCP_IMM_001; ESLIM_018_001; GMC_905_001; HMGULA_IMM_001; HRWLLA_HEM_002; ICS_IMM_002; IMPC_HEM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_BMI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; RBRCLA_HEM_002,default
16,117,316,6100,332,2.6398355512279563,2.373041036325754,0.001052507262100983,MP:0000322,increased granulocyte number,MP:0005387,immune system phenotype,0.026663517306558235,True,independent,ESLIM_018_001; GMC_905_001; HMGULA_IMM_001; HRWLLA_HEM_002; ICSLA_HEM_002; ICS_IMM_002; IMPC_HEM_002; IMPC_IMM_001; MGP_BMI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; RBRCLA_HEM_002; TCPLA_HEM_002,default
17,116,368,6048,385,2.4085457271364317,2.1742603261400255,0.001906847450310389,MP:0002441,abnormal granulocyte morphology,MP:0005387,immune system phenotype,0.03623010155589739,True,independent,ESLIM_018_001; GMC_905_001; HMGULA_IMM_001; HRWLLA_HEM_002; ICSLA_HEM_002; ICS_IMM_002; IMPC_HEM_002; IMPC_IMM_001; MGP_BMI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; RBRCLA_HEM_002; TCPLA_HEM_002,default
17,116,368,6048,385,2.4085457271364317,2.1742603261400255,0.001906847450310389,MP:0020201,abnormal granulocyte number,MP:0005387,immune system phenotype,0.03623010155589739,True,independent,ESLIM_018_001; GMC_905_001; HMGULA_IMM_001; HRWLLA_HEM_002; ICSLA_HEM_002; ICS_IMM_002; IMPC_HEM_002; IMPC_IMM_001; MGP_BMI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; RBRCLA_HEM_002; TCPLA_HEM_002,default
6,127,65,6351,71,4.61611144760751,4.161177591866991,0.003044930136898258,MP:0005018,decreased T cell number,MP:0005387,immune system phenotype,0.037844661244924395,True,independent,CCP_IMM_001; ESLIM_018_001; HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_BMI_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
19,114,458,5958,477,2.168122270742358,1.9613656783468103,0.0033471901271514065,MP:0008250,abnormal myeloid leukocyte morphology,MP:0005387,immune system phenotype,0.037844661244924395,True,independent,ESLIM_018_001; GMC_905_001; HMGULA_IMM_001; HRWLLA_HEM_002; ICSLA_HEM_002; ICS_IMM_002; IMPC_HEM_002; IMPC_IMM_001; MGP_BMI_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; RBRCLA_HEM_002; TCPLA_HEM_002,default
17,116,393,6023,410,2.246007721330175,2.041683476985146,0.0036834004904083054,MP:0000717,abnormal lymphocyte cell number,MP:0005387,immune system phenotype,0.037844661244924395,True,independent,CCP_IMM_001; ESLIM_018_001; GMC_905_001; HMGULA_IMM_001; HRWLLA_HEM_002; ICS_IMM_002; IMPC_HEM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_BMI_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; RBRCLA_HEM_002; TCPLA_HEM_002,default
17,116,393,6023,410,2.246007721330175,2.041683476985146,0.0036834004904083054,MP:0002619,abnormal lymphocyte morphology,MP:0005387,immune system phenotype,0.037844661244924395,True,independent,CCP_IMM_001; ESLIM_018_001; GMC_905_001; HMGULA_IMM_001; HRWLLA_HEM_002; ICS_IMM_002; IMPC_HEM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_BMI_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; RBRCLA_HEM_002; TCPLA_HEM_002,default
8,125,118,6298,126,3.415864406779661,3.1263873970640885,0.0039510780258537334,MP:0002606,increased basophil cell number,MP:0005387,immune system phenotype,0.037844661244924395,True,independent,HRWLLA_HEM_002; IMPC_HEM_002,default
19,114,466,5950,485,2.1280400572246068,1.929013254786451,0.0040209281719947865,MP:0008247,abnormal mononuclear cell morphology,MP:0005387,immune system phenotype,0.037844661244924395,True,independent,CCP_IMM_001; ESLIM_018_001; GMC_905_001; HMGULA_IMM_001; HRWLLA_HEM_002; ICSLA_HEM_002; ICS_IMM_002; IMPC_HEM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_BMI_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; RBRCLA_HEM_002; TCPLA_HEM_002,default
3,130,14,6402,17,10.552747252747253,8.68951791242813,0.004520398237346583,MP:0008343,abnormal gamma-delta T cell morphology,MP:0005387,immune system phenotype,0.037844661244924395,True,independent,MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
3,130,14,6402,17,10.552747252747253,8.68951791242813,0.004520398237346583,MP:0008345,abnormal gamma-delta T cell number,MP:0005387,immune system phenotype,0.037844661244924395,True,independent,MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
8,125,121,6295,129,3.329586776859504,3.0536807134114357,0.004558544086917831,MP:0005011,increased eosinophil cell number,MP:0005387,immune system phenotype,0.037844661244924395,True,independent,HRWLLA_HEM_002; ICS_IMM_002; IMPC_HEM_002; IMPC_IMM_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; RBRCLA_HEM_002,default
6,127,71,6345,77,4.222025063768437,3.8369299873059273,0.004566388007767844,MP:0005015,increased T cell number,MP:0005387,immune system phenotype,0.037844661244924395,True,independent,CCP_IMM_001; ESLIM_018_001; HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_BMI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
8,125,125,6291,133,3.220992,2.9618406919554525,0.005477516759133794,MP:0002422,abnormal basophil morphology,MP:0005387,immune system phenotype,0.037844661244924395,True,independent,HRWLLA_HEM_002; IMPC_HEM_002,default
8,125,125,6291,133,3.220992,2.9618406919554525,0.005477516759133794,MP:0006387,abnormal T cell number,MP:0005387,immune system phenotype,0.037844661244924395,True,independent,CCP_IMM_001; ESLIM_018_001; HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_BMI_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
8,125,125,6291,133,3.220992,2.9618406919554525,0.005477516759133794,MP:0008037,abnormal T cell morphology,MP:0005387,immune system phenotype,0.037844661244924395,True,independent,CCP_IMM_001; ESLIM_018_001; HMGULA_IMM_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_BMI_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
8,125,125,6291,133,3.220992,2.9618406919554525,0.005477516759133794,MP:0012442,abnormal basophil cell number,MP:0005387,immune system phenotype,0.037844661244924395,True,independent,HRWLLA_HEM_002; IMPC_HEM_002,default
16,117,383,6033,399,2.1541139452366607,1.974560461303635,0.006645875637617192,MP:0000221,decreased leukocyte cell number,MP:0005387,immune system phenotype,0.04223156713710719,True,independent,CCP_IMM_001; ESLIM_016_001; ESLIM_018_001; HMGULA_HEM_002; HMGULA_IMM_001; HRWLLA_HEM_002; ICS_IMM_002; IMPC_HEM_001; IMPC_HEM_002; IMPC_IMM_001; IMPC_IMM_002; M-G-P_016_001; MGP_BMI_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; TCPLA_HEM_002; UCDLA_HEM_002,default
5,128,54,6362,59,4.602141203703703,4.172932330827067,0.006668142179543241,MP:0012764,increased alpha-beta T cell number,MP:0005387,immune system phenotype,0.04223156713710719,True,independent,CCP_IMM_001; ESLIM_018_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
44,89,1505,4911,1549,1.6132293105379074,1.3987001072727008,0.008008805500424097,MP:0000685,abnormal immune system morphology,MP:0005387,immune system phenotype,0.04700706552656712,True,independent,BCMLA_OWT_001; CCP_IMM_001; ESLIM_016_001; ESLIM_018_001; GMC_905_001; HMGULA_HEM_002; HMGULA_IMM_001; HMGULA_PAT_002; HRWLLA_HEM_002; HRWLLA_OWT_001; HRWLLA_PAT_002; HRWL_OWT_001; ICSLA_HEM_002; ICS_IMM_002; IMPC_HEM_001; IMPC_HEM_002; IMPC_IMM_001; IMPC_IMM_002; IMPC_OWT_001; IMPC_PAT_002; JAXLA_HEM_002; KMPCLA_PAT_002; M-G-P_016_001; MGP_BMI_001; MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; RBRCLA_HEM_002; RBRCLA_OWT_001; RBRCLA_PAT_002; TCPLA_HEM_002; TCPLA_OWT_001; TCPLA_PAT_002; UCDLA_HEM_002; UCDLA_PAT_002; UCD_OWT_001,default
2,131,5,6411,7,19.57557251908397,14.0687432867884,0.008040682261123323,MP:0008347,decreased gamma-delta T cell number,MP:0005387,immune system phenotype,0.04700706552656712,True,independent,MGP_EEI_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
5,128,60,6356,65,4.138020833333333,3.7877385772122616,0.009990811291086034,MP:0005010,"abnormal CD8-positive, alpha beta T cell morphology",MP:0005387,immune system phenotype,0.05212133601265344,False,independent,CCP_IMM_001; ESLIM_018_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
5,128,60,6356,65,4.138020833333333,3.7877385772122616,0.009990811291086034,MP:0008077,"abnormal CD8-positive, alpha-beta T cell number",MP:0005387,immune system phenotype,0.05212133601265344,False,independent,CCP_IMM_001; ESLIM_018_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
2,131,6,6410,8,16.310432569974555,12.310150375939848,0.01057903345950082,MP:0010169,"decreased CD4-positive, CD25-positive, alpha-beta regulatory T cell number",MP:0005387,immune system phenotype,0.05212133601265344,False,independent,ICS_IMM_002; IMPC_IMM_002; MGP_IMM_001,default
8,125,141,6275,149,2.84822695035461,2.643790684765605,0.010630009318370109,MP:0002602,abnormal eosinophil cell number,MP:0005387,immune system phenotype,0.05212133601265344,False,independent,HRWLLA_HEM_002; ICS_IMM_002; IMPC_HEM_002; IMPC_IMM_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; RBRCLA_HEM_002; TCPLA_HEM_002,default
8,125,141,6275,149,2.84822695035461,2.643790684765605,0.010630009318370109,MP:0005061,abnormal eosinophil morphology,MP:0005387,immune system phenotype,0.05212133601265344,False,independent,HRWLLA_HEM_002; ICS_IMM_002; IMPC_HEM_002; IMPC_IMM_001; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001; RBRCLA_HEM_002; TCPLA_HEM_002,default
4,129,40,6376,44,4.942635658914729,4.4764183185235815,0.011778980699079889,MP:0008078,"increased CD8-positive, alpha-beta T cell number",MP:0005387,immune system phenotype,0.05588619619525086,False,independent,CCP_IMM_001; ESLIM_018_001; ICS_IMM_002; IMPC_IMM_001; IMPC_IMM_002; MGP_IMM_001; MGP_MLN_001; MGP_PBI_001,default
