gene_symbol,total_groups,male_analyzable,female_analyzable,both_sex_analyzable,max_male_mice,max_female_mice,max_male_complete_data,max_female_complete_data,max_male_controls,max_female_controls
Tmem45a,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Mylk4,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Parp1,2,True,True,True,12.0,8.0,12.0,7.0,1701.0,1745.0
Pfdn1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ift81,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Abca16,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Acsf2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ms4a12,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tppp3,1,True,True,True,10.0,10.0,10.0,9.0,1701.0,1745.0
0610040J01Rik,1,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Pja1,1,False,False,False,,,,,,
Plb1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Atp13a5,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Trabd2b,1,True,True,True,10.0,7.0,10.0,6.0,1701.0,1745.0
Ppp4r1,1,True,False,False,4.0,0.0,4.0,0.0,239.0,57.0
Cenpo,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Hspb8,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Hmbs,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Ppp3r2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
St6galnac3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Pms1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Sstr2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cox7a2l,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Slc47a2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Pign,1,False,True,False,1.0,3.0,1.0,3.0,285.0,289.0
Ankrd44,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gmnc,1,True,False,False,5.0,0.0,5.0,0.0,454.0,452.0
Kmt2c,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Ndrg3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ush1c,1,True,False,False,4.0,2.0,4.0,2.0,454.0,452.0
Bola1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Fzr1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Gatb,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Garin1b,1,True,True,True,7.0,8.0,5.0,5.0,1701.0,1745.0
Map2k7,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Cfap45,2,True,True,True,3.0,3.0,3.0,3.0,83.0,64.0
Aebp1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Abi3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cdc5l,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Asb4,1,True,True,True,8.0,8.0,7.0,6.0,1701.0,1745.0
Krt25,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Agbl2,1,False,False,False,2.0,2.0,2.0,2.0,36.0,34.0
Fhip2a,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Nup35,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Pef1,1,False,False,False,2.0,4.0,2.0,2.0,475.0,485.0
C1qtnf2,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Sh3bp2,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Btbd8,1,True,True,True,10.0,11.0,9.0,10.0,1701.0,1745.0
P2rx6,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Calu,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Tmprss6,1,True,True,True,6.0,6.0,6.0,6.0,767.0,745.0
Calb1,1,True,True,True,8.0,8.0,7.0,7.0,1701.0,1745.0
Tor1a,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Oas1c,1,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Dop1b,1,True,False,False,4.0,2.0,4.0,2.0,454.0,452.0
Igfals,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Fads1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Mamld1,1,False,False,False,,,,,,
Wdr81,1,True,False,False,4.0,2.0,4.0,2.0,1264.0,1277.0
Ypel1,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Ak7,1,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Ldlr,1,True,True,True,4.0,4.0,4.0,3.0,959.0,950.0
Marchf6,1,True,True,True,7.0,8.0,6.0,4.0,1701.0,1745.0
Fdxacb1,1,True,True,True,3.0,3.0,3.0,3.0,1264.0,1277.0
Smpd4,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Strn3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ppp1r9b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Pla2g10,1,True,True,True,3.0,4.0,3.0,4.0,475.0,485.0
Ppp6c,1,False,False,False,2.0,2.0,2.0,2.0,767.0,745.0
Rabgap1,1,True,True,True,4.0,4.0,3.0,4.0,959.0,950.0
Ace2,2,True,True,False,7.0,8.0,7.0,8.0,1701.0,1745.0
Rhbdf1,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
S100a6,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Far2,1,True,True,True,5.0,4.0,5.0,4.0,1264.0,1277.0
Aspg,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Cabp2,1,True,True,True,5.0,4.0,5.0,4.0,1264.0,1277.0
Fam118a,1,True,True,True,5.0,5.0,5.0,5.0,1264.0,1277.0
Fam120c,2,True,True,False,4.0,7.0,4.0,7.0,1701.0,1745.0
Gstt1,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Adamts9,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Dock6,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Rnf223,1,True,True,True,8.0,8.0,5.0,3.0,1701.0,1745.0
Rab39b,1,False,True,False,0.0,3.0,0.0,3.0,293.0,295.0
Nek2,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Kcnh3,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Treml1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Thsd4,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Slc17a8,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Gtf2ird2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Aco2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Zbtb32,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gpsm1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ffar1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tcp11x2,2,True,True,False,4.0,4.0,4.0,4.0,959.0,950.0
Pramel15,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Tcf4,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Adi1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Zhx1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Hdgfl1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Ap2a2,3,True,True,False,4.0,5.0,4.0,5.0,454.0,452.0
Ankrd11,1,True,True,True,7.0,8.0,7.0,8.0,767.0,745.0
Prune1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Dcp1b,1,False,False,False,2.0,2.0,2.0,2.0,1264.0,1277.0
Gpr142,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Unk,1,True,False,False,6.0,0.0,6.0,0.0,454.0,452.0
Fxn,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Pcdhgb1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Zfp341,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
4921509C19Rik,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gucy2c,1,True,False,False,4.0,0.0,4.0,0.0,239.0,57.0
Ppm1a,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Krt90,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Bscl2,2,True,True,True,4.0,6.0,4.0,6.0,767.0,745.0
Tmem114,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Lrrc10,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Fuom,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Stk33,1,True,True,True,3.0,5.0,3.0,5.0,1264.0,1277.0
Foxo1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Unc119,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Calhm5,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Pde10a,1,False,False,False,2.0,2.0,2.0,2.0,36.0,34.0
Slc29a1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Crygn,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Pgs1,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Taar8c,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Spink6,1,True,True,True,8.0,8.0,8.0,7.0,1701.0,1745.0
Cuedc1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Aprt,2,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Cav1,1,True,True,True,8.0,8.0,8.0,8.0,767.0,745.0
Cpa4,1,True,False,False,3.0,2.0,3.0,2.0,83.0,64.0
Erich3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Pakap,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Umodl1,1,True,False,False,5.0,1.0,5.0,1.0,454.0,452.0
Hspb3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ptpn18,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Rasal1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Rexo4,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Rnf208,1,True,True,True,8.0,8.0,8.0,7.0,1701.0,1745.0
Pgbd1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Pskh1,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Clec2i,1,False,False,False,2.0,2.0,1.0,1.0,169.0,177.0
Prpf18,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Secisbp2l,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Mon1b,1,False,True,False,1.0,4.0,1.0,4.0,1264.0,1277.0
Dnajc5g,2,True,True,True,5.0,5.0,5.0,5.0,1264.0,1277.0
Atp6v0b,1,True,True,True,6.0,5.0,6.0,5.0,1264.0,1277.0
U2af2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Chka,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Lelp1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rad54l,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Plin4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cyba,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Tmprss2,2,True,True,True,8.0,8.0,5.0,6.0,1701.0,1745.0
Casq1,1,True,True,True,8.0,9.0,8.0,9.0,767.0,745.0
Alg9,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Cpsf3,2,True,True,True,4.0,4.0,4.0,4.0,454.0,452.0
Ccpg1,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Patj,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Sspo,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Eid2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Rnf4,1,True,True,True,7.0,7.0,6.0,4.0,1701.0,1745.0
Efcab11,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Nemf,1,True,True,True,4.0,4.0,3.0,4.0,1264.0,1277.0
Kcnc3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Vstm4,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Anxa9,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Atg3,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Trappc2,1,False,False,False,,,,,,
Rusc1,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Dok6,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Nsf,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Fam47e,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Serp2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Bmp10,1,True,True,True,7.0,8.0,7.0,8.0,767.0,745.0
Vkorc1l1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Slx4ip,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Ly6d,1,False,True,False,2.0,4.0,2.0,4.0,1264.0,1277.0
Crls1,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Saxo4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ier5,1,False,False,False,2.0,2.0,2.0,2.0,209.0,211.0
Tiam1,1,True,True,True,8.0,3.0,8.0,3.0,767.0,745.0
Nell1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Serpina3i,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Coq6,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ccl9,2,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Myo10,1,True,True,True,7.0,4.0,7.0,4.0,454.0,452.0
Gtf2a1,1,True,False,False,4.0,1.0,4.0,1.0,454.0,452.0
Itprid1,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Chic1,1,False,False,False,,,,,,
Ephb2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Dph6,1,True,True,True,5.0,3.0,5.0,3.0,454.0,452.0
Pdxp,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cnpy4,1,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Snd1,2,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Napb,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Ahcyl1,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Bace2,1,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Dnaaf3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ube2g1,1,True,False,False,4.0,0.0,4.0,0.0,239.0,57.0
Napa,1,True,True,True,8.0,8.0,8.0,7.0,1701.0,1745.0
Polr2g,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Zbtb16,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rigi,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cth,1,True,False,False,4.0,2.0,4.0,2.0,475.0,485.0
Myoz1,1,True,True,True,4.0,4.0,3.0,4.0,475.0,485.0
Myrip,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Sox14,2,True,True,True,8.0,10.0,8.0,9.0,1701.0,1745.0
Fam163a,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Dhtkd1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cutal,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Zfp961,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Crybg1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Mmp13,1,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Prdm8,2,True,True,True,8.0,11.0,8.0,8.0,1701.0,1745.0
Col22a1,1,True,False,False,4.0,0.0,4.0,0.0,38.0,6.0
Ercc6l2,1,False,False,False,2.0,1.0,2.0,0.0,959.0,950.0
Syt1,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Usp45,2,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Csnk1g1,1,True,False,False,4.0,2.0,4.0,2.0,1264.0,1277.0
Penk,1,True,False,False,4.0,0.0,4.0,0.0,239.0,57.0
Kcnh4,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Calhm4,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Fam3b,1,True,True,True,8.0,8.0,8.0,8.0,767.0,745.0
Rnf217,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Akap10,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Lrfn1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Tubb2a,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Col4a4,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Mfng,1,True,True,True,8.0,7.0,4.0,6.0,1701.0,1745.0
Tifa,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Mtx2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Hsf5,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cenpv,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Slc5a9,1,True,True,True,4.0,4.0,3.0,4.0,959.0,950.0
Adgre4,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Timm13,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Mroh9,1,True,True,True,3.0,4.0,3.0,4.0,454.0,452.0
Foxred2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Rgs19,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Pdzrn3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cfap20dc,1,True,True,True,3.0,3.0,3.0,3.0,1264.0,1277.0
Rfc5,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Esrp1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tnk1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Fbxl12,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Arhgap36,2,True,True,False,4.0,4.0,4.0,4.0,1264.0,1277.0
Mirc13,1,True,True,True,3.0,3.0,3.0,3.0,83.0,64.0
Dcx,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Gpnmb,2,True,True,True,5.0,4.0,5.0,4.0,1264.0,1277.0
Dnmt3a,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Wfikkn2,1,False,False,False,2.0,1.0,2.0,1.0,454.0,452.0
Hdac7,1,False,False,False,2.0,2.0,1.0,0.0,209.0,211.0
Otud7b,1,True,False,False,6.0,2.0,6.0,2.0,454.0,452.0
Dhrs2,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Atp9a,1,True,True,True,4.0,4.0,3.0,4.0,959.0,950.0
Glyctk,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Zfp791,1,True,True,True,4.0,4.0,4.0,4.0,454.0,452.0
Atp8b1,1,True,True,True,3.0,3.0,3.0,3.0,293.0,295.0
Dcaf5,1,True,True,True,9.0,9.0,7.0,7.0,1701.0,1745.0
Tcirg1,1,True,True,True,6.0,8.0,6.0,8.0,1701.0,1745.0
Cand1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Plpp4,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Dbnl,1,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Dync1li2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gk2,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Thoc6,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Syce1l,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Mettl21c,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
4933430I17Rik,2,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Ubc,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Meis3,1,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Nkpd1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Npat,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Abhd11,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Pank3,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Taf12,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Erich2,1,True,True,True,3.0,3.0,3.0,3.0,83.0,64.0
Ptpn14,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Nphp3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Exoc4,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Bend6,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Serpina1f,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Trpv4,1,True,True,True,8.0,8.0,8.0,7.0,1701.0,1745.0
Marchf3,1,True,True,True,8.0,8.0,6.0,4.0,1701.0,1745.0
Lin52,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ehmt2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Stxbp5,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Zfp512b,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Fam162a,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Sf3b3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Samd9l,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rnf214,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Bpifa2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ndufa10,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Vrk3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Eif4b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ces4a,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Lonrf3,2,True,True,False,4.0,4.0,4.0,4.0,454.0,452.0
Lrig3,1,True,True,True,7.0,7.0,7.0,7.0,1701.0,1745.0
Mapt,1,True,True,True,7.0,7.0,7.0,7.0,767.0,745.0
Tgfbr3l,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gpalpp1,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Ikzf5,1,True,False,False,4.0,0.0,4.0,0.0,239.0,57.0
Alpk2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Myo1d,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Mmab,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Bap1,2,False,True,False,2.0,4.0,2.0,4.0,454.0,452.0
Lrrc55,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Trim46,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Setd3,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Fnbp1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Chrac1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
D130043K22Rik,1,True,True,True,3.0,3.0,3.0,3.0,285.0,289.0
Pex1,1,True,True,True,4.0,4.0,4.0,3.0,959.0,950.0
Ints12,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Cacna1g,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Krtcap2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ctbs,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Ppp4r2,1,True,False,False,4.0,0.0,4.0,0.0,239.0,57.0
Ergic2,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Tasor2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Abcg2,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Trip13,3,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Tmem163,2,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cluh,1,True,True,True,7.0,8.0,4.0,8.0,1701.0,1745.0
Zfat,1,True,True,True,10.0,8.0,10.0,8.0,1701.0,1745.0
Fnta,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Klk15,1,True,True,True,7.0,8.0,4.0,7.0,1701.0,1745.0
Mcam,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Mir200a,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
C2cd3,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Plac8,1,True,True,True,4.0,4.0,4.0,3.0,475.0,485.0
Babam1,1,True,True,True,7.0,7.0,6.0,7.0,1701.0,1745.0
Peli1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Bhlhe40,2,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Abhd14a,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Irag2,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Ptms,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Ydjc,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cmip,1,True,True,True,4.0,4.0,4.0,4.0,454.0,452.0
Ahsa2,1,False,False,False,2.0,2.0,2.0,2.0,767.0,745.0
Erap1,1,False,False,False,2.0,2.0,2.0,2.0,209.0,211.0
Slc6a2,1,False,False,False,2.0,1.0,2.0,1.0,434.0,426.0
Palb2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Tmem104,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Tmem181a,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ssu2,1,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Lgr6,1,True,True,True,9.0,8.0,9.0,8.0,1701.0,1745.0
Kctd1,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Pip5k1c,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Slco6c1,1,True,True,True,3.0,4.0,3.0,4.0,83.0,64.0
Zdhhc16,1,False,False,False,2.0,2.0,2.0,2.0,36.0,34.0
Pole3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Thoc7,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Kif26b,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Olig1,1,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Grcc10,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Ctr9,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
