gene_symbol,total_groups,male_analyzable,female_analyzable,both_sex_analyzable,max_male_mice,max_female_mice,max_male_complete_data,max_female_complete_data,max_male_controls,max_female_controls
Poc1b,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rdh16f2,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
P3h3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Clca1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Foxk2,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Ccnd2,1,False,False,False,1.0,2.0,1.0,2.0,169.0,177.0
Rtl5,1,False,False,False,,,,,,
Morc2a,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Trappc9,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Arhgap4,2,True,True,False,4.0,4.0,4.0,4.0,1264.0,1277.0
Thoc3,1,False,True,False,1.0,4.0,1.0,4.0,1264.0,1277.0
Timm22,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Plekhg2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Abhd6,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cpt1c,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Npff,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Dennd5b,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Clcnka,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Phf6,1,False,True,False,0.0,6.0,0.0,6.0,767.0,745.0
Hmgcs1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Adcy1,1,False,False,False,2.0,2.0,2.0,0.0,169.0,177.0
Rab13,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Relch,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Pla1a,1,False,False,False,,,,,,
Abhd17b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dcaf6,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Sfr1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rad21l,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Iah1,1,False,False,False,2.0,2.0,2.0,2.0,767.0,745.0
Dipk2b,1,False,False,False,,,,,,
Ubac2,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Pdgfrl,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Il31,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Calcoco2,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Mtif3,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Caskin2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tepsin,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Bpifb3,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Fkbp5,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tm4sf5,1,False,False,False,2.0,3.0,2.0,2.0,209.0,211.0
Cdk4,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Actg1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rp9,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Crygc,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ccdc65,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Gpr108,1,True,True,True,7.0,8.0,7.0,8.0,767.0,745.0
Cmbl,1,True,False,False,3.0,2.0,3.0,2.0,454.0,452.0
Riok1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Fam53c,1,True,False,False,4.0,2.0,4.0,2.0,1264.0,1277.0
Spock1,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Mvk,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Coro2b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Kcnv2,1,False,True,False,2.0,4.0,2.0,4.0,454.0,452.0
Gpr135,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ogn,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dlg5,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Romo1,1,False,False,False,2.0,2.0,2.0,2.0,209.0,211.0
Fbrsl1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Spata6,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Mir429,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Loxl4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Xaf1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ptdss1,1,False,False,False,2.0,2.0,2.0,2.0,767.0,745.0
Slc25a28,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Ctc1,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Sel1l3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cracr2a,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Man2a1,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Styxl2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Pcdh12,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Bmi1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ifnl3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Thbd,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
1700019D03Rik,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Rel,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
P2ry14,1,False,True,False,2.0,3.0,2.0,3.0,169.0,177.0
Tomt,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Rnaseh2c,1,True,False,False,5.0,0.0,5.0,0.0,454.0,452.0
Zfp786,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gcgr,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Dnaaf2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Tmem129,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Shmt1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Slc25a3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Hmbox1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Lhx5,1,True,True,True,7.0,7.0,6.0,7.0,1701.0,1745.0
Tnfrsf17,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Mynn,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dstn,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ggh,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Reg2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Thnsl2,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Ppp6r2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Hcst,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tesk1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ccdc141,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Kcnn1,1,True,False,False,4.0,2.0,4.0,2.0,434.0,426.0
Frmd4a,1,False,True,False,2.0,4.0,2.0,4.0,1264.0,1277.0
Tph2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cacng1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Try4,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cpgi81,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Kdm7a,1,True,False,False,4.0,2.0,4.0,2.0,454.0,452.0
Gc,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tpcn1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Slc35g1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tmem9b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cacna2d1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Mboat2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Drd3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Impg1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cyp3a59,1,True,True,True,3.0,3.0,3.0,3.0,83.0,64.0
Lrrc4b,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Arl2bp,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cxadr,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Il6ra,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ccbe1,1,False,True,False,2.0,4.0,2.0,4.0,285.0,289.0
Epha5,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Pld5,1,False,True,False,1.0,3.0,1.0,3.0,25.0,29.0
Atg16l2,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Cxcl12,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ano3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Armc2,1,False,False,False,1.0,2.0,1.0,2.0,169.0,177.0
Elapor2,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Sorcs2,1,True,True,True,3.0,3.0,3.0,3.0,83.0,64.0
Flacc1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tra2a,1,True,False,False,3.0,1.0,3.0,1.0,169.0,177.0
C7,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Prpf3,1,False,False,False,1.0,2.0,1.0,2.0,169.0,177.0
Slc9a9,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Bpifc,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Fscn1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ephb1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Hdgfl3,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Ccdc24,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Sdc2,1,False,True,False,3.0,4.0,2.0,3.0,475.0,485.0
Slc3a1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Slc46a3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Impg2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ltbp2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Kcnd1,1,False,False,False,,,,,,
Oplah,1,False,False,False,,,,,,
Dock11,1,False,False,False,,,,,,
Arhgap19,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Chst2,1,False,False,False,,,,,,
Card11,1,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Tgfbr3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Pacsin3,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Ecscr,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rnf123,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ccdc172,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Adck1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Bicc1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Gata2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Atg9b,1,True,False,False,3.0,1.0,3.0,1.0,285.0,289.0
Inka2,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Vwa1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Gng11,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
E130114P18Rik,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Mindy2,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Dnmbp,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ppp3cc,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Slc25a5,1,False,True,False,0.0,4.0,0.0,4.0,959.0,950.0
Pramel13,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tmub2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tmem121b,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Acad11,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Qrsl1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Sh3bp5,1,True,False,False,3.0,2.0,3.0,2.0,83.0,64.0
Tspoap1,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Papln,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ccdc159,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Rb1cc1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Isy1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
2610318N02Rik,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Slc44a3,1,True,True,True,4.0,4.0,3.0,3.0,475.0,485.0
Bcl11b,1,False,True,False,2.0,4.0,2.0,4.0,1264.0,1277.0
Cthrc1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Fam32a,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Magea9,2,True,True,False,4.0,3.0,4.0,3.0,454.0,452.0
Kctd16,1,False,False,False,2.0,1.0,2.0,1.0,169.0,177.0
Maea,1,True,False,False,4.0,4.0,4.0,2.0,475.0,485.0
Efcab5,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Fhod3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Slc49a4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Col28a1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Ddx41,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Cyb561a3,1,True,True,True,4.0,4.0,3.0,4.0,475.0,485.0
Zbed6,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gtf2h2,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Myb,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Mrps5,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Arhgef7,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Nrxn1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Tmem203,1,False,False,False,2.0,2.0,2.0,1.0,169.0,177.0
Pum1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Dnajc16,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Phka2,2,True,True,False,4.0,3.0,4.0,3.0,1264.0,1277.0
Acsm1,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Chmp7,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dpy19l1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ncoa7,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rnf138,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Rtn4r,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ankrd13c,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Mau2,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Ankrd48,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Rnf126,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Hsf1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Arr3,2,True,True,False,3.0,4.0,3.0,4.0,1264.0,1277.0
Tmem222,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Ggnbp1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ilkap,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Fbxo27,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Pxk,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
P4ha3,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Uckl1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Krt83,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Slc25a4,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Tdrkh,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Champ1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Coa5,1,False,True,False,0.0,4.0,0.0,4.0,293.0,295.0
Epha2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cspp1,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Mef2b,1,False,False,False,2.0,1.0,2.0,1.0,169.0,177.0
Fnbp1l,1,False,True,False,2.0,3.0,2.0,3.0,285.0,289.0
Cdk12,1,True,False,False,3.0,2.0,3.0,2.0,293.0,295.0
Slc25a20,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Egfl6,1,False,False,False,2.0,2.0,0.0,1.0,209.0,211.0
Cyb5d2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Taf9b,1,False,False,False,,,,,,
Plekhf2,1,True,True,True,4.0,4.0,3.0,4.0,959.0,950.0
Jakmip3,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Alox15,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tdp1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Adcy6,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Arhgap10,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Edem3,1,False,False,False,2.0,2.0,2.0,1.0,209.0,211.0
Gtf2e2,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Fibin,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Bcas1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Notch4,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Pdss1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Appbp2,1,True,True,True,3.0,3.0,3.0,3.0,1264.0,1277.0
Btbd9,1,True,True,True,3.0,4.0,3.0,3.0,475.0,485.0
Plxna4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Lpin2,1,True,False,False,4.0,0.0,4.0,0.0,293.0,295.0
Arhgap22,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Smarcd3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Esrra,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Klhl21,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Mypn,1,True,True,True,4.0,5.0,4.0,5.0,1264.0,1277.0
Nek11,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Prep,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Timp1,1,False,False,False,,,,,,
Ythdf2,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Naa50,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ammecr1l,1,False,False,False,2.0,2.0,2.0,1.0,209.0,211.0
Larp6,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Bicra,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Drgx,1,False,False,False,,,,,,
Spns3,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Cox20,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Katna1,1,True,False,False,4.0,0.0,4.0,0.0,38.0,6.0
Ttc28,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Adamts18,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Lmcd1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Tff1,1,True,False,False,4.0,2.0,4.0,2.0,454.0,452.0
Tmem119,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Postn,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Unc80,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Atf6b,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cdrt4,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Rabggta,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Nol8,1,False,False,False,2.0,2.0,2.0,2.0,767.0,745.0
Cyp4f39,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Prkx,2,True,True,False,4.0,4.0,4.0,4.0,1264.0,1277.0
Hrh4,1,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Vsig4,2,True,True,False,4.0,4.0,4.0,4.0,1264.0,1277.0
Gkn2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Gpr137,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Dsc3,1,False,False,False,2.0,1.0,2.0,1.0,169.0,177.0
Sgsh,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Pmm2,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Trav1,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Ovch2,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Tstd1,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Qsox2,1,False,False,False,2.0,2.0,2.0,2.0,209.0,211.0
Tmco5,1,False,False,False,1.0,2.0,1.0,2.0,169.0,177.0
Fus,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Kif18b,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Cdh18,1,False,False,False,1.0,2.0,1.0,2.0,1264.0,1277.0
Bmx,1,False,False,False,,,,,,
Srsf6,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Phtf1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Clec5a,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Fabp1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Syne3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ifi208,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Fabp2,1,True,True,True,4.0,4.0,4.0,3.0,959.0,950.0
Grsf1,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Klhl40,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Npsr1,1,True,False,False,4.0,0.0,4.0,0.0,239.0,57.0
Ppp2r2c,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Cct8,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Alg6,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Cs,1,True,True,True,4.0,4.0,3.0,3.0,475.0,485.0
Hacd1,1,False,True,False,2.0,4.0,2.0,4.0,285.0,289.0
Commd10,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Adam32,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Leo1,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Cry1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
H2az1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dcaf7,1,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Slc66a3,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Lrrc41,1,False,True,False,1.0,4.0,1.0,4.0,1264.0,1277.0
Trak2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ddt,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cyp2e1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Atp8b2,1,True,True,True,4.0,4.0,4.0,4.0,454.0,452.0
B2m,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Pttg1ip,1,False,False,False,2.0,1.0,2.0,1.0,169.0,177.0
Lyz3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Arl10,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Frmd3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Rnaset2b,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
5730455P16Rik,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Usp14,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Garre1,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Celf5,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Kcng4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Adamts1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Zcchc14,2,True,False,False,4.0,1.0,4.0,1.0,454.0,452.0
Gpr63,1,False,False,False,2.0,1.0,2.0,1.0,285.0,289.0
Slc22a8,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Prob1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Kcnc2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Fxyd3,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Pak1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Polr3a,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Akap8l,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Mamdc2,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Fbrs,1,False,False,False,2.0,2.0,2.0,2.0,1264.0,1277.0
Kif21a,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Asb10,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Dalrd3,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Acadvl,1,False,False,False,2.0,2.0,2.0,2.0,36.0,34.0
1700037C18Rik,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ccdc88b,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Phtf2,1,False,True,False,2.0,3.0,2.0,3.0,454.0,452.0
Sfswap,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Hhipl1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
4930579F01Rik,1,True,False,False,4.0,2.0,4.0,2.0,1264.0,1277.0
Ntrk1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Dyrk2,1,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Hsfy2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Wbp2nl,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Hsf4,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Map3k8,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Zdhhc5,1,False,True,False,4.0,4.0,2.0,3.0,959.0,950.0
Rmrp,1,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Slc25a42,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Pnn,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Glyatl3,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
