gene_symbol,allele_symbol,zygosity,phenotyping_center,count
Rad54l,Rad54l<em1Murr>,homozygote,JAX,6
Ralb,Ralb<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4
Ralgps1,Ralgps1<em1(IMPC)J>,homozygote,JAX,8
Ralgps2,Ralgps2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,6
Rap1gap,Rap1gap<em1(IMPC)H>,homozygote,MRC Harwell,4
Rap2b,Rap2b<tm1.1(KOMP)Vlcg>,homozygote,JAX,3
Rasa3,Rasa3<tm1b(KOMP)J>,heterozygote,JAX,8
Rasal1,Rasal1<em1(IMPC)J>,homozygote,JAX,8
Rasal2,Rasal2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,6
Rasgef1a,Rasgef1a<em1(IMPC)J>,homozygote,JAX,8
Raver1,Raver1<em1(IMPC)Hmgu>,homozygote,HMGU,8
Rbck1,Rbck1<tm1b(EUCOMM)Hmgu>,heterozygote,ICS,6
Rbl1,Rbl1<tm1b(EUCOMM)Hmgu>,heterozygote,HMGU,8
Rbl2,Rbl2<tm1b(EUCOMM)Hmgu>,heterozygote,JAX,8
Rbm26,Rbm26<tm1b(KOMP)Mbp>,heterozygote,JAX,8
Rbm4b,Rbm4b<tm1.1(KOMP)Vlcg>,homozygote,JAX,8
Rbp1,Rbp1<tm2b(EUCOMM)Hmgu>,homozygote,MRC Harwell,4
Rbpms2,Rbpms2<em1(IMPC)J>,homozygote,JAX,8
Rcan1,Rcan1<tm1b(KOMP)Wtsi>,homozygote,ICS,14
Rcn2,Rcn2<em1(IMPC)Mbp>,homozygote,UC Davis,4
Rcor3,Rcor3<em1(IMPC)J>,homozygote,JAX,8
Reg1,Reg1<em1(IMPC)Mbp>,homozygote,UC Davis,4
Rest,Rest<tm2b(EUCOMM)Wtsi>,heterozygote,HMGU,6
Retreg2,Retreg2<em2(IMPC)Ccpcz>,homozygote,CCP-IMG,15
Rexo1,Rexo1<em1(IMPC)J>,heterozygote,JAX,8
Rexo4,Rexo4<tm1b(KOMP)Wtsi>,homozygote,JAX,8
Rfx6,Rfx6<tm1.1(KOMP)Vlcg>,heterozygote,UC Davis,3
Rfx7,Rfx7<tm2b(EUCOMM)Hmgu>,heterozygote,MRC Harwell,4
Rgp1,Rgp1<tm1.1(KOMP)Vlcg>,heterozygote,JAX,8
Rhbdf1,Rhbdf1<tm1.1(KOMP)Vlcg>,heterozygote,JAX,7
Rida,Rida<tm1a(KOMP)Wtsi>,homozygote,WTSI,4
Rigi,Rigi<em1(IMPC)J>,homozygote,JAX,8
Rigi,Rigi<em1(IMPC)Mbp>,homozygote,UC Davis,4
Rimklb,Rimklb<tm1.1(KOMP)Vlcg>,homozygote,JAX,8
Rin1,Rin1<tm1.1(KOMP)Wtsi>,homozygote,MRC Harwell,4
Rint1,Rint1<tm1b(KOMP)Wtsi>,heterozygote,JAX,8
Rnaseh2a,Rnaseh2a<em1(IMPC)Tcp>,heterozygote,TCP,4
Rnf112,Rnf112<tm1.1(KOMP)Vlcg>,homozygote,JAX,7
Rnf115,Rnf115<em1(IMPC)H>,homozygote,MRC Harwell,3
Rnf128,Rnf128<tm1.1(KOMP)Vlcg>,hemizygote,CCP-IMG,8
Rnf14,Rnf14<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,14
Rnf19b,Rnf19b<em1(IMPC)Ccpcz>,heterozygote,CCP-IMG,16
Rnf208,Rnf208<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,16
Rnf217,Rnf217<em1(IMPC)J>,homozygote,JAX,8
Rnf223,Rnf223<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,16
Rnf4,Rnf4<em1(IMPC)Ccpcz>,heterozygote,CCP-IMG,14
Rnmt,Rnmt<tm1b(KOMP)Mbp>,heterozygote,JAX,6
Rnps1,Rnps1<em1(IMPC)Hmgu>,heterozygote,HMGU,8
Robo2,Robo2<em1(IMPC)Mbp>,heterozygote,UC Davis,4
Rpain,Rpain<em1(IMPC)J>,heterozygote,JAX,8
Rpia,Rpia<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4
Rprd2,Rprd2<em1(IMPC)J>,heterozygote,JAX,8
Rras2,Rras2<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,15
Rsad1,Rsad1<tm1(KOMP)Vlcg>,homozygote,WTSI,4
Rsad1,Rsad1<tm1.1(KOMP)Vlcg>,heterozygote,TCP,4
Rsad1,Rsad1<tm1.1(KOMP)Vlcg>,homozygote,TCP,4
Rtn4ip1,Rtn4ip1<tm1.1(KOMP)Vlcg>,heterozygote,JAX,8
Rufy2,Rufy2<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4
Rufy2,Rufy2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,5
Rufy4,Rufy4<em1(IMPC)Mbp>,homozygote,UC Davis,4
Runx3,Runx3<tm1b(KOMP)Wtsi>,heterozygote,JAX,7
Rwdd2a,Rwdd2a<em1(IMPC)J>,homozygote,JAX,8
Rwdd2b,Rwdd2b<tm1b(EUCOMM)Wtsi>,homozygote,ICS,6
Rxfp2,Rxfp2<tm1b(EUCOMM)Wtsi>,homozygote,HMGU,8
Rxfp4,Rxfp4<tm1.1(KOMP)Vlcg>,homozygote,JAX,7
Ryr1,Ryr1<tm1b(EUCOMM)Hmgu>,heterozygote,MRC Harwell,4
S100a16,S100a16<em1(IMPC)J>,heterozygote,JAX,7
S100a6,S100a6<tm1b(KOMP)Wtsi>,heterozygote,UC Davis,4
Saa3,Saa3<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,4
Sag,Sag<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4
Sall3,Sall3<tm1.1(KOMP)Mbp>,heterozygote,CCP-IMG,15
Samm50,Samm50<em1(IMPC)Hmgu>,heterozygote,HMGU,8
Sapcd1,Sapcd1<tm1.1(KOMP)Vlcg>,heterozygote,JAX,8
Sarnp,Sarnp<tm1b(EUCOMM)Hmgu>,heterozygote,HMGU,8
Sart1,Sart1<tm1.1(KOMP)Vlcg>,heterozygote,JAX,8
Saxo1,Saxo1<tm1b(EUCOMM)Hmgu>,homozygote,ICS,6
Sbf1,Sbf1<em1(IMPC)Mbp>,homozygote,UC Davis,4
Scand1,Scand1<em1(IMPC)H>,homozygote,MRC Harwell,4
Scfd2,Scfd2<em1(IMPC)J>,homozygote,JAX,7
Scg2,Scg2<tm1.1(KOMP)Vlcg>,homozygote,JAX,8
Scgb1c1,Scgb1c1<em1(IMPC)J>,homozygote,JAX,8
Scrn3,Scrn3<em1(IMPC)J>,homozygote,JAX,8
Sdr9c7,Sdr9c7<em1(IMPC)Mbp>,heterozygote,UC Davis,4
Sec14l1,Sec14l1<em1(IMPC)J>,homozygote,JAX,8
Sec24b,Sec24b<em1(IMPC)Tcp>,heterozygote,TCP,4
Sec31b,Sec31b<em1(IMPC)J>,homozygote,JAX,8
Sec61a2,Sec61a2<em1(IMPC)J>,homozygote,JAX,8
Sec61b,Sec61b<em1(IMPC)Mbp>,homozygote,UC Davis,4
Sel1l,Sel1l<tm1e(KOMP)Wtsi>,heterozygote,WTSI,4
Selenok,Selenok<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4
Serinc2,Serinc2<em1(IMPC)J>,homozygote,JAX,8
Serp2,Serp2<em1(IMPC)J>,homozygote,JAX,8
Serpina1f,Serpina1f<em1(IMPC)J>,homozygote,JAX,7
Serpina3c,Serpina3c<tm1a(KOMP)Wtsi>,homozygote,WTSI,4
Serpina3i,Serpina3i<em1(IMPC)J>,homozygote,JAX,8
Serpina3k,Serpina3k<em1(IMPC)J>,homozygote,JAX,7
Serpina3n,Serpina3n<em1(IMPC)J>,homozygote,JAX,7
Serpinb5,Serpinb5<tm1b(KOMP)Wtsi>,homozygote,JAX,8
Setd3,Setd3<tm1.1(NCOM)Mfgc>,homozygote,TCP,4
Setd4,Setd4<tm1a(KOMP)Wtsi>,homozygote,WTSI,5
Sez6l2,Sez6l2<tm1b(EUCOMM)Hmgu>,homozygote,ICS,10
Sf3b3,Sf3b3<em1(IMPC)J>,heterozygote,JAX,8
Sfxn1,Sfxn1<tm1b(EUCOMM)Wtsi>,homozygote,JAX,7
Sgpl1,Sgpl1<tm1.1(KOMP)Vlcg>,heterozygote,UC Davis,4
Sgta,Sgta<tm1b(KOMP)Mbp>,homozygote,JAX,8
Sh2b1,Sh2b1<em1(IMPC)Ics>,heterozygote,ICS,13
Sh2d5,Sh2d5<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4
Sh3rf1,Sh3rf1<em1(IMPC)J>,homozygote,JAX,8
Sh3rf3,Sh3rf3<em1(IMPC)J>,homozygote,JAX,8
Shank1,Shank1<em1(IMPC)Mbp>,homozygote,UC Davis,4
Shisa4,Shisa4<tm1b(KOMP)Wtsi>,homozygote,UC Davis,4
Shisal2a,Shisal2a<tm1b(EUCOMM)Hmgu>,homozygote,HMGU,8
Siglec1,Siglec1<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,5
Sik1,Sik1<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,4
Sinhcaf,Sinhcaf<em1(IMPC)Ccpcz>,heterozygote,CCP-IMG,15
Sirt5,Sirt5<tm2b(EUCOMM)Hmgu>,homozygote,HMGU,7
Slc10a1,Slc10a1<em1(IMPC)Mbp>,homozygote,UC Davis,4
Slc13a5,Slc13a5<tm1b(EUCOMM)Hmgu>,homozygote,HMGU,9
Slc16a4,Slc16a4<tm2e(EUCOMM)Wtsi>,homozygote,WTSI,4
Slc17a3,Slc17a3<tm2b(KOMP)Wtsi>,homozygote,MRC Harwell,5
Slc17a6,Slc17a6<tm1b(EUCOMM)Hmgu>,heterozygote,MRC Harwell,4
Slc17a7,Slc17a7<em1(IMPC)H>,heterozygote,MRC Harwell,3
Slc22a29,Slc22a29<em1(IMPC)Mbp>,homozygote,UC Davis,4
Slc22a4,Slc22a4<tm1.1(KOMP)Vlcg>,homozygote,HMGU,8
Slc22a7,Slc22a7<em1(IMPC)Tcp>,homozygote,TCP,4
Slc25a13,Slc25a13<em1(IMPC)Hmgu>,homozygote,HMGU,8
Slc25a21,Slc25a21<tm1d(KOMP)Wtsi>,homozygote,WTSI,5
Slc25a35,Slc25a35<tm1.1(KOMP)Vlcg>,homozygote,JAX,8
Slc27a3,Slc27a3<em1(IMPC)Tcp>,homozygote,TCP,4
Slc2a5,Slc2a5<tm1b(EUCOMM)Wtsi>,homozygote,HMGU,8
Slc35e2,Slc35e2<tm2b(EUCOMM)Hmgu>,homozygote,MRC Harwell,4
Slc39a7,Slc39a7<tm1.1(KOMP)Mbp>,heterozygote,UC Davis,6
Slc40a1,Slc40a1<tm1b(EUCOMM)Hmgu>,heterozygote,MRC Harwell,4
Slc5a5,Slc5a5<tm1b(KOMP)Wtsi>,homozygote,JAX,8
Slc5a9,Slc5a9<em1(IMPC)Hmgu>,homozygote,HMGU,8
Slc6a2,Slc6a2<tm1b(EUCOMM)Hmgu>,homozygote,MRC Harwell,3
Slc6a5,Slc6a5<tm1.1(KOMP)Vlcg>,heterozygote,UC Davis,4
Slc6a6,Slc6a6<em1(IMPC)Mbp>,homozygote,UC Davis,4
Slc9a9,Slc9a9<em1(IMPC)J>,homozygote,JAX,8
Slitrk4,Slitrk4<tm1b(KOMP)Wtsi>,hemizygote,WTSI,4
Slx1b,Slx1b<em1(IMPC)Ics>,heterozygote,ICS,9
Slx4ip,Slx4ip<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4
Smarcd2,Smarcd2<tm1.1(KOMP)Vlcg>,heterozygote,UC Davis,4
Smc6,Smc6<tm1b(EUCOMM)Hmgu>,heterozygote,HMGU,8
Smg9,Smg9<em1(IMPC)J>,heterozygote,JAX,8
Smg9,Smg9<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,4
Smoc1,Smoc1<tm1b(EUCOMM)Wtsi>,heterozygote,MRC Harwell,4
Smpd4,Smpd4<tm2b(KOMP)Wtsi>,heterozygote,WTSI,4
Smurf1,Smurf1<tm1b(EUCOMM)Wtsi>,homozygote,MRC Harwell,5
Snca,Snca<em1(IMPC)H>,homozygote,MRC Harwell,4
Snx18,Snx18<tm1.1(KOMP)Vlcg>,heterozygote,JAX,8
Snx25,Snx25<tm1b(KOMP)Wtsi>,heterozygote,MARC,4
Snx33,Snx33<em1(IMPC)J>,homozygote,JAX,8
Sox14,Sox14<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,12
Sp5,Sp5<tm1b(KOMP)Wtsi>,heterozygote,JAX,6
Sp5,Sp5<tm1b(KOMP)Wtsi>,homozygote,JAX,6
Spag6,Spag6<em1(IMPC)J>,homozygote,JAX,8
Spag6l,Spag6l<em1(IMPC)H>,heterozygote,MRC Harwell,4
Spata7,Spata7<tm1.1(KOMP)Vlcg>,homozygote,JAX,8
Spatc1,Spatc1<em1(IMPC)J>,homozygote,JAX,8
Spatc1l,Spatc1l<em1(IMPC)H>,homozygote,MRC Harwell,4
Spg11,Spg11<em1(IMPC)J>,homozygote,JAX,8
Spi1,Spi1<tm2b(EUCOMM)Wtsi>,heterozygote,JAX,8
Spink6,Spink6<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,16
Spmap2,Spmap2<tm1b(KOMP)Wtsi>,heterozygote,JAX,6
Spmip9,Spmip9<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,4
Spop,Spop<tm1b(KOMP)Wtsi>,heterozygote,TCP,4
Spred3,Spred3<em1(IMPC)Tcp>,heterozygote,TCP,4
Spred3,Spred3<em1(IMPC)Tcp>,homozygote,TCP,4
Sprr3,Sprr3<tm1.1(KOMP)Vlcg>,homozygote,JAX,8
Sptbn2,Sptbn2<tm1b(EUCOMM)Hmgu>,homozygote,MRC Harwell,4
Sptssb,Sptssb<tm1b(KOMP)Mbp>,homozygote,JAX,8
Sqle,Sqle<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,6
Srsf6,Srsf6<em1(IMPC)J>,homozygote,JAX,8
Ss18,Ss18<em1(IMPC)J>,heterozygote,JAX,8
Sspo,Sspo<em8(IMPC)Tcp>,homozygote,TCP,4
Ssr2,Ssr2<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,4
Ssu2,Ssu2<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,16
St6galnac3,St6galnac3<em1(IMPC)J>,homozygote,JAX,8
Stard8,Stard8<tm1a(EUCOMM)Wtsi>,hemizygote,WTSI,4
Stard8,Stard8<tm1b(EUCOMM)Wtsi>,hemizygote,WTSI,4
Stim2,Stim2<tm1.1(KOMP)Vlcg>,heterozygote,JAX,8
Stk26,Stk26<tm1b(EUCOMM)Hmgu>,hemizygote,CCP-IMG,8
Stk26,Stk26<tm1b(EUCOMM)Hmgu>,homozygote,CCP-IMG,8
Stk3,Stk3<em1(IMPC)H>,homozygote,MRC Harwell,4
Stk31,Stk31<tm2b(KOMP)Wtsi>,homozygote,TCP,4
Stk32c,Stk32c<tm2b(KOMP)Wtsi>,homozygote,JAX,8
Stk33,Stk33<em1(IMPC)J>,homozygote,JAX,8
Stk35,Stk35<em1(IMPC)J>,homozygote,JAX,8
Stx5a,Stx5a<tm1b(EUCOMM)Hmgu>,heterozygote,HMGU,8
Stxbp4,Stxbp4<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,6
Stxbp5,Stxbp5<em1(IMPC)Hmgu>,heterozygote,HMGU,8
Styxl1,Styxl1<em1(IMPC)J>,homozygote,JAX,8
Suclg2,Suclg2<em1(IMPC)Mbp>,homozygote,UC Davis,4
Sult1c1,Sult1c1<tm1b(KOMP)Wtsi>,homozygote,WTSI,4
Sun2,Sun2<tm1b(EUCOMM)Hmgu>,homozygote,MRC Harwell,6
Sun5,Sun5<em1(IMPC)Mbp>,homozygote,UC Davis,4
Susd6,Susd6<tm1b(KOMP)Wtsi>,homozygote,MRC Harwell,4
Swt1,Swt1<em1(IMPC)J>,homozygote,JAX,8
Syce1,Syce1<tm1b(KOMP)Wtsi>,homozygote,JAX,7
Sycp2,Sycp2<tm1b(EUCOMM)Hmgu>,homozygote,HMGU,8
Sypl1,Sypl1<tm1b(KOMP)Wtsi>,homozygote,TCP,4
Syt1,Syt1<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4
Syt8,Syt8<em1(IMPC)J>,homozygote,JAX,8
Sytl4,Sytl4<em1(IMPC)Hmgu>,hemizygote,HMGU,4
Sytl5,Sytl5<em1(IMPC)J>,hemizygote,JAX,4
Sytl5,Sytl5<em1(IMPC)J>,homozygote,JAX,4
Tagln2,Tagln2<em1(IMPC)Tcp>,homozygote,TCP,4
Tanc2,Tanc2<em1(IMPC)Hmgu>,homozygote,HMGU,8
Taok2,Taok2<tm1b(EUCOMM)Hmgu>,heterozygote,ICS,6
Tbc1d4,Tbc1d4<tm1b(EUCOMM)Hmgu>,homozygote,JAX,8
Tbc1d5,Tbc1d5<em1(IMPC)J>,homozygote,JAX,8
Tbcc,Tbcc<em1(IMPC)J>,heterozygote,JAX,8
Tbce,Tbce<tm2b(EUCOMM)Hmgu>,heterozygote,HMGU,8
Tbck,Tbck<tm1b(EUCOMM)Hmgu>,heterozygote,JAX,8
Tbx3,Tbx3<em1(IMPC)Mbp>,heterozygote,UC Davis,4
Tcaf2,Tcaf2<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,16
Tcaim,Tcaim<tm1b(EUCOMM)Wtsi>,homozygote,MRC Harwell,4
Tceal5,Tceal5<tm1b(KOMP)Wtsi>,hemizygote,WTSI,4
Tceal9,Tceal9<tm1a(KOMP)Wtsi>,hemizygote,WTSI,4
Tcf4,Tcf4<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4
Tcp11x2,Tcp11x2<em1(IMPC)Hmgu>,hemizygote,HMGU,4
Tcp11x2,Tcp11x2<em1(IMPC)Hmgu>,homozygote,HMGU,4
Tcte1,Tcte1<tm1a(KOMP)Wtsi>,homozygote,WTSI,4
Tead3,Tead3<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4
Tecrl,Tecrl<em1(IMPC)J>,homozygote,JAX,7
Tedc2,Tedc2<em1(IMPC)J>,heterozygote,JAX,8
Tenm4,Tenm4<em1(IMPC)Tcp>,homozygote,TCP,4
Tex2,Tex2<em1(IMPC)J>,homozygote,JAX,7
Tex2,Tex2<tm1.1(KOMP)Vlcg>,heterozygote,JAX,3
Tex2,Tex2<tm1.1(KOMP)Vlcg>,homozygote,JAX,8
Tex36,Tex36<em1(IMPC)J>,homozygote,JAX,8
Tgfbr3l,Tgfbr3l<em1(IMPC)J>,homozygote,JAX,8
Tgm3,Tgm3<tm1b(KOMP)Wtsi>,homozygote,RBRC,4
Thg1l,Thg1l<tm1b(EUCOMM)Wtsi>,heterozygote,HMGU,8
Thsd4,Thsd4<em1(IMPC)J>,homozygote,JAX,8
Thsd7a,Thsd7a<tm1b(KOMP)Mbp>,homozygote,JAX,8
Tifa,Tifa<em1(IMPC)J>,homozygote,JAX,8
Tigd3,Tigd3<em1(IMPC)J>,homozygote,JAX,8
Timp4,Timp4<em1(IMPC)Mbp>,homozygote,UC Davis,6
Tiparp,Tiparp<tm1b(EUCOMM)Wtsi>,homozygote,UC Davis,3
Tlcd5,Tlcd5<tm1.1(KOMP)Vlcg>,homozygote,JAX,8
Tldc2,Tldc2<em1(IMPC)J>,homozygote,JAX,8
Tle4,Tle4<em1(IMPC)Mbp>,homozygote,UC Davis,4
Tlk1,Tlk1<tm1b(EUCOMM)Hmgu>,homozygote,JAX,7
Tm2d3,Tm2d3<em1(IMPC)J>,heterozygote,JAX,8
Tm6sf2,Tm6sf2<tm1b(KOMP)Wtsi>,homozygote,MRC Harwell,4
Tm7sf2,Tm7sf2<tm1b(KOMP)Wtsi>,homozygote,ICS,6
Tm9sf3,Tm9sf3<em1(IMPC)Mbp>,heterozygote,UC Davis,4
Tmc7,Tmc7<em1(IMPC)Mbp>,homozygote,UC Davis,5
Tmco6,Tmco6<tm1.1(KOMP)Vlcg>,homozygote,JAX,7
Tmem108,Tmem108<tm1b(EUCOMM)Wtsi>,homozygote,ICS,15
Tmem127,Tmem127<tm1(KOMP)Wtsi>,homozygote,WTSI,4
Tmem144,Tmem144<em1(IMPC)J>,homozygote,JAX,7
Tmem160,Tmem160<em1(IMPC)Tcp>,homozygote,UC Davis,4
Tmem163,Tmem163<em1(IMPC)Mbp>,homozygote,UC Davis,4
Tmem17,Tmem17<em1(IMPC)Kmpc>,heterozygote,KMPC,4
Tmem177,Tmem177<em1(IMPC)J>,homozygote,JAX,8
Tmem179,Tmem179<em2(IMPC)J>,homozygote,JAX,8
Tmem181a,Tmem181a<tm1b(EUCOMM)Wtsi>,homozygote,JAX,8
Tmem203,Tmem203<em1(IMPC)H>,homozygote,MRC Harwell,4
Tmem229b,Tmem229b<em1(IMPC)J>,homozygote,JAX,8
Tmem256,Tmem256<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,7
Tmem42,Tmem42<tm1b(KOMP)Wtsi>,homozygote,WTSI,4
Tmem62,Tmem62<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,16
Tmem67,Tmem67<em1(IMPC)J>,heterozygote,JAX,8
Tmem79,Tmem79<tm1.1(KOMP)Wtsi>,homozygote,JAX,8
Tmem88b,Tmem88b<em1(IMPC)Mbp>,homozygote,UC Davis,4
Tmprss2,Tmprss2<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,16
Tmprss2,Tmprss2<tm2b(EUCOMM)Hmgu>,homozygote,ICS,6
Tnks1bp1,Tnks1bp1<em1(IMPC)J>,homozygote,JAX,8
Tnks2,Tnks2<tm1b(KOMP)Wtsi>,homozygote,JAX,7
Tom1l1,Tom1l1<em1(IMPC)J>,homozygote,JAX,8
Tomm20l,Tomm20l<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,5
Tomm20l,Tomm20l<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,7
Tomm22,Tomm22<em1(IMPC)J>,heterozygote,JAX,8
Tox2,Tox2<em1(IMPC)H>,homozygote,MRC Harwell,4
Tox3,Tox3<em1(IMPC)Tcp>,heterozygote,TCP,4
Tox3,Tox3<tm1b(KOMP)Mbp>,heterozygote,TCP,4
Tpk1,Tpk1<em1(IMPC)J>,heterozygote,JAX,8
Tpr,Tpr<tm2b(EUCOMM)Wtsi>,heterozygote,JAX,8
Tra2a,Tra2a<tm2b(EUCOMM)Hmgu>,heterozygote,MRC Harwell,4
Traf2,Traf2<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4
Trank1,Trank1<em1(IMPC)J>,homozygote,JAX,8
Trappc11,Trappc11<em1(IMPC)J>,heterozygote,JAX,8
Trappc9,Trappc9<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4
Trh,Trh<em1(IMPC)Tcp>,homozygote,TCP,4
Trim10,Trim10<em1(IMPC)J>,homozygote,JAX,6
Trim15,Trim15<tm1b(EUCOMM)Hmgu>,homozygote,CCP-IMG,15
Trim21,Trim21<em1(IMPC)Wtsi>,homozygote,WTSI,6
Trim46,Trim46<em1(IMPC)J>,homozygote,JAX,8
Trip13,Trip13<tm1.1(KOMP)Vlcg>,heterozygote,JAX,8
Trnp1,Trnp1<em1(IMPC)J>,homozygote,JAX,8
Trp53rkb,Trp53rkb<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4
Trpa1,Trpa1<em1(IMPC)J>,homozygote,JAX,8
Trpc3,Trpc3<tm1b(EUCOMM)Wtsi>,heterozygote,RBRC,4
Trpm2,Trpm2<em1(IMPC)H>,homozygote,MRC Harwell,4
Trpv4,Trpv4<tm1a(KOMP)Wtsi>,homozygote,CCP-IMG,16
Try10,Try10<em1(IMPC)J>,homozygote,JAX,8
Tsga13,Tsga13<em1(IMPC)J>,homozygote,JAX,7
Tspan7,Tspan7<em1(IMPC)J>,hemizygote,JAX,4
Tspan7,Tspan7<em1(IMPC)J>,homozygote,JAX,4
Tspan8,Tspan8<em1(IMPC)Hmgu>,homozygote,HMGU,7
Tspan9,Tspan9<em1(IMPC)J>,homozygote,JAX,8
Ttc17,Ttc17<em1(IMPC)J>,heterozygote,JAX,4
Ttc17,Ttc17<em1(IMPC)J>,homozygote,JAX,4
Ttk,Ttk<em1(IMPC)J>,heterozygote,JAX,8
Ttll12,Ttll12<tm1e.1(EUCOMM)Wtsi>,homozygote,HMGU,8
Tubb2a,Tubb2a<em1(IMPC)J>,homozygote,JAX,8
Tubb4a,Tubb4a<tm1.1(KOMP)Wtsi>,homozygote,JAX,8
Tubb6,Tubb6<tm1b(EUCOMM)Hmgu>,homozygote,MRC Harwell,4
Tube1,Tube1<em1(IMPC)Hmgu>,heterozygote,HMGU,8
Tubgcp2,Tubgcp2<em1(IMPC)Tcp>,heterozygote,TCP,4
Tubgcp4,Tubgcp4<em1(IMPC)J>,heterozygote,JAX,8
Tufm,Tufm<tm1b(EUCOMM)Wtsi>,heterozygote,ICS,6
Tuft1,Tuft1<tm1a(KOMP)Wtsi>,homozygote,WTSI,4
Twf2,Twf2<tm1b(EUCOMM)Wtsi>,homozygote,UC Davis,4
Txk,Txk<tm2b(EUCOMM)Wtsi>,homozygote,UC Davis,4
Tyms,Tyms<tm1b(EUCOMM)Hmgu>,heterozygote,RBRC,4
Tyw1,Tyw1<tm1b(KOMP)Wtsi>,homozygote,JAX,8
Ubac1,Ubac1<em1(IMPC)J>,homozygote,JAX,6
Ubac2,Ubac2<tm1e.1(EUCOMM)Hmgu>,homozygote,HMGU,8
Ubap2,Ubap2<em1(IMPC)J>,homozygote,JAX,7
Ube2c,Ube2c<tm1.1(KOMP)Wtsi>,heterozygote,JAX,8
Ube2e2,Ube2e2<tm1b(KOMP)Wtsi>,homozygote,MRC Harwell,4
Ube2e2,Ube2e2<tm1b(KOMP)Wtsi>,homozygote,UC Davis,4
Ube2g1,Ube2g1<tm1b(EUCOMM)Hmgu>,homozygote,RBRC,4
Ube2m,Ube2m<tm1.1(KOMP)Wtsi>,heterozygote,JAX,8
Ube2n,Ube2n<em1(IMPC)Ccpcz>,heterozygote,CCP-IMG,16
Ube2o,Ube2o<tm1.1(KOMP)Mbp>,heterozygote,JAX,8
Ubox5,Ubox5<tm1b(EUCOMM)Hmgu>,homozygote,TCP,4
Ubr2,Ubr2<tm1e.1(KOMP)Mbp>,heterozygote,UC Davis,6
Ubxn1,Ubxn1<em1(IMPC)J>,homozygote,JAX,8
Ubxn10,Ubxn10<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,7
Ubxn2a,Ubxn2a<tm1b(EUCOMM)Hmgu>,heterozygote,UC Davis,4
Uck2,Uck2<em1(IMPC)J>,homozygote,JAX,6
Uevld,Uevld<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4
Ufm1,Ufm1<em1(IMPC)Marc>,heterozygote,MARC,6
Uggt2,Uggt2<tm1b(KOMP)Wtsi>,homozygote,HMGU,8
Umodl1,Umodl1<tm1a(KOMP)Wtsi>,homozygote,WTSI,6
Unc119,Unc119<tm1.1(KOMP)Vlcg>,heterozygote,UC Davis,4
Unc13c,Unc13c<em1(IMPC)H>,homozygote,MRC Harwell,4
Unc80,Unc80<em1(IMPC)Tcp>,heterozygote,TCP,4
Uox,Uox<em1(IMPC)Ccpcz>,heterozygote,CCP-IMG,16
Upb1,Upb1<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4
Urm1,Urm1<em1(IMPC)J>,heterozygote,JAX,7
Ush1c,Ush1c<tm1a(KOMP)Wtsi>,homozygote,WTSI,6
Ushbp1,Ushbp1<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,8
Usp12,Usp12<tm1b(EUCOMM)Hmgu>,homozygote,HMGU,8
