gene_symbol,allele_symbol,zygosity,phenotyping_center,n_mutants,n_males,n_females,genetic_background,pipeline_name,n_controls
Mrm1,Mrm1<tm2a(EUCOMM)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Mroh4,Mroh4<tm1b(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Mroh9,Mroh9<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,7,3,4,involves: C57BL/6N,MGP Select Pipeline,960
Mrps21,Mrps21<tm1e(EUCOMM)Wtsi>,heterozygote,WTSI,5,1,4,involves: C57BL/6N,MGP Select Pipeline,960
Mrps5,Mrps5<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Mtss2,Mtss2<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Mybphl,Mybphl<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Mybphl,Mybphl<tm1b(KOMP)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Mybphl,Mybphl<tm1b(KOMP)Wtsi>,homozygote,WTSI,1,1,0,involves: C57BL/6N,MGP Select Pipeline,960
Myh14,Myh14<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,8,6,2,involves: C57BL/6N,MGP Select Pipeline,960
Myh7b,Myh7b<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Myo10,Myo10<tm2(KOMP)Wtsi>,homozygote,WTSI,11,7,4,involves: C57BL/6N,MGP Select Pipeline,960
Myo7a,Myo7a<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,8,4,4,involves: C57BL/6N,MGP Select Pipeline,960
Myo9a,Myo9a<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Myrfl,Myrfl<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,5,3,2,involves: C57BL/6N,MGP Select Pipeline,960
Myt1l,Myt1l<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Naaa,Naaa<tm1a(KOMP)Wtsi>,homozygote,WTSI,10,7,3,involves: C57BL/6N,MGP Select Pipeline,960
Nacad,Nacad<tm1(KOMP)Wtsi>,homozygote,WTSI,8,3,5,involves: C57BL/6N,MGP Select Pipeline,960
Nacc2,Nacc2<tm2b(EUCOMM)Wtsi>,homozygote,WTSI,6,2,4,involves: C57BL/6N,MGP Select Pipeline,960
Nadk2,Nadk2<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,8,5,3,involves: C57BL/6N,MGP Select Pipeline,960
Naga,Naga<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Nat10,Nat10<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Natd1,Natd1<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Nbeal2,Nbeal2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Ncf2,Ncf2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Ndufb8,Ndufb8<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Nebl,Nebl<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Nek3,Nek3<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Nek9,Nek9<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Nelfe,Nelfe<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,7,6,1,involves: C57BL/6N,MGP Select Pipeline,960
Nfkbil1,Nfkbil1<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Ngrn,Ngrn<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Nherf2,Nherf2<tm2a(EUCOMM)Hmgu>,homozygote,WTSI,6,2,4,involves: C57BL/6N,MGP Select Pipeline,960
Nherf4,Nherf4<tm1a(KOMP)Wtsi>,homozygote,WTSI,8,2,6,involves: C57BL/6N,MGP Select Pipeline,960
Nhlrc2,Nhlrc2<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Nhp2,Nhp2<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Ninj2,Ninj2<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Nipsnap3a,Nipsnap3a<tm1b(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Nme4,Nme4<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Nmrk1,Nmrk1<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Npat,Npat<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Nrbp1,Nrbp1<tm3b(EUCOMM)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Nrde2,Nrde2<tm2a(KOMP)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Nubpl,Nubpl<tm1b(KOMP)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Nudt12,Nudt12<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Nup85,Nup85<tm1a(KOMP)Wtsi>,heterozygote,WTSI,6,2,4,involves: C57BL/6N,MGP Select Pipeline,960
Nutm2,Nutm2<tm2b(EUCOMM)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Nxn,Nxn<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Oaf,Oaf<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Oas1g,Oas1g<tm3e(KOMP)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Ocm,Ocm<tm1e(EUCOMM)Wtsi>,homozygote,WTSI,8,5,3,involves: C57BL/6N,MGP Select Pipeline,960
Ogdh,Ogdh<tm1e(KOMP)Wtsi>,heterozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Oog2,Oog2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,6,0,6,involves: C57BL/6N,MGP Select Pipeline,960
Orc1,Orc1<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Orc3,Orc3<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Os9,Os9<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,7,4,3,involves: C57BL/6N,MGP Select Pipeline,960
Osbpl3,Osbpl3<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Otud7b,Otud7b<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,8,6,2,involves: C57BL/6N,MGP Select Pipeline,960
Oxr1,Oxr1<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Pabir3,Pabir3<tm1b(EUCOMM)Wtsi>,hemizygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Pabpc4,Pabpc4<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Pabpn1l,Pabpn1l<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Pacsin3,Pacsin3<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Pam16,Pam16<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Pbdc1,Pbdc1<tm2a(KOMP)Wtsi>,hemizygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Pced1a,Pced1a<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,7,4,3,involves: C57BL/6N,MGP Select Pipeline,960
Pclaf,Pclaf<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Pdcd2,Pdcd2<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,6,3,3,involves: C57BL/6N,MGP Select Pipeline,960
Pdia4,Pdia4<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Pdk3,Pdk3<tm2a(KOMP)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Pdxk,Pdxk<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Pdzk1,Pdzk1<tm2b(EUCOMM)Wtsi>,heterozygote,WTSI,6,2,4,involves: C57BL/6N,MGP Select Pipeline,960
Pear1,Pear1<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Pepd,Pepd<tm1a(KOMP)Wtsi>,homozygote,WTSI,7,5,2,involves: C57BL/6N,MGP Select Pipeline,960
Pfkfb4,Pfkfb4<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Pgap2,Pgap2<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Phtf2,Phtf2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,5,2,3,involves: C57BL/6N,MGP Select Pipeline,960
Pias2,Pias2<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Pierce1,Pierce1<tm2b(EUCOMM)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Pigf,Pigf<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Pigl,Pigl<tm1b(KOMP)Wtsi>,heterozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Pitrm1,Pitrm1<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Pitx1,Pitx1<em1(IMPC)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Pla2g6,Pla2g6<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Pld3,Pld3<tm1e(EUCOMM)Wtsi>,homozygote,WTSI,7,4,3,involves: C57BL/6N,MGP Select Pipeline,960
Pld5,Pld5<tm1b(KOMP)Wtsi>,homozygote,WTSI,4,1,3,involves: B6Brd;B6Dnk;B6N-Tyr<c-Brd>,MGP Select Pipeline,960
Plet1,Plet1<em1(IMPC)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Pls3,Pls3<tm1a(EUCOMM)Wtsi>,hemizygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Plscr2,Plscr2<tm1b(KOMP)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Plxna2,Plxna2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Plxnb3,Plxnb3<tm1a(KOMP)Wtsi>,hemizygote,WTSI,6,6,0,involves: C57BL/6N,MGP Select Pipeline,960
Polb,Polb<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Pold3,Pold3<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Polr3f,Polr3f<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Polr3g,Polr3g<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Pop4,Pop4<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Ppil3,Ppil3<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,7,7,0,involves: C57BL/6N,MGP Select Pipeline,960
Ppp1r42,Ppp1r42<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Praf2,Praf2<tm1e(EUCOMM)Wtsi>,hemizygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Praf2,Praf2<tm1e(EUCOMM)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Pramel15,Pramel15<tm1b(KOMP)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Pramel31,Pramel31<tm2b(KOMP)Wtsi>,homozygote,WTSI,9,4,5,involves: C57BL/6N,MGP Select Pipeline,960
Pramex1,Pramex1<tm1a(KOMP)Wtsi>,hemizygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Pramex1,Pramex1<tm1a(KOMP)Wtsi>,homozygote,WTSI,1,0,1,involves: C57BL/6N,MGP Select Pipeline,960
Prkab1,Prkab1<tm1b(KOMP)Wtsi>,homozygote,WTSI,6,2,4,involves: C57BL/6N,MGP Select Pipeline,960
Prps1,Prps1<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,3,0,3,involves: C57BL/6N,MGP Select Pipeline,960
Prrc2b,Prrc2b<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Prrg2,Prrg2<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Prrt2,Prrt2<tm1a(KOMP)Wtsi>,homozygote,WTSI,9,4,5,involves: C57BL/6N,MGP Select Pipeline,960
Prss52,Prss52<tm2a(KOMP)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Prss53,Prss53<em1(IMPC)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Psph,Psph<tm1a(EUCOMM)Hmgu>,heterozygote,WTSI,6,1,5,involves: C57BL/6N,MGP Select Pipeline,960
Pth,Pth<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Pth1r,Pth1r<tm1a(EUCOMM)Hmgu>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Pth2r,Pth2r<tm2a(KOMP)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Pthlh,Pthlh<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Ptprd,Ptprd<tm2a(KOMP)Wtsi>,homozygote,WTSI,7,1,6,involves: C57BL/6N,MGP Select Pipeline,960
Pus10,Pus10<tm1b(EUCOMM)Hmgu>,homozygote,WTSI,3,3,0,involves: C57BL/6N,MGP Select Pipeline,960
Pwp1,Pwp1<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Pycr2,Pycr2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,8,5,3,involves: C57BL/6N,MGP Select Pipeline,960
Rab15,Rab15<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Rab17,Rab17<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Rab21,Rab21<tm1b(KOMP)Wtsi>,heterozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Rab5c,Rab5c<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Rala,Rala<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Ralb,Ralb<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Ralgapb,Ralgapb<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Ralgps2,Ralgps2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,6,2,4,involves: C57BL/6N,MGP Select Pipeline,960
Raph1,Raph1<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,6,1,5,involves: C57BL/6N,MGP Select Pipeline,960
Rasal2,Rasal2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,6,4,2,involves: C57BL/6N,MGP Select Pipeline,960
Rasgrp4,Rasgrp4<tm2a(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Rbak,Rbak<tm1b(KOMP)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Rbm14,Rbm14<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Rbm33,Rbm33<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Rbm47,Rbm47<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Rbmx,Rbmx<tm2a(KOMP)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Rbmx,Rbmx<tm2b(KOMP)Wtsi>,hemizygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Rbsn,Rbsn<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Rdh16f2,Rdh16f2<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Reg3d,Reg3d<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Reg3g,Reg3g<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Repin1,Repin1<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Rhox13,Rhox13<tm1a(KOMP)Wtsi>,hemizygote,WTSI,6,6,0,involves: C57BL/6N,MGP Select Pipeline,960
Rhox13,Rhox13<tm1a(KOMP)Wtsi>,homozygote,WTSI,7,0,7,involves: C57BL/6N,MGP Select Pipeline,960
Rhox13,Rhox13<tm1b(KOMP)Wtsi>,hemizygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Rida,Rida<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Rimbp2,Rimbp2<em1(IMPC)Wtsi>,homozygote,WTSI,8,5,3,involves: C57BL/6N,MGP Select Pipeline,960
Rnaseh2c,Rnaseh2c<tm1(KOMP)Wtsi>,heterozygote,WTSI,5,5,0,involves: C57BL/6N,MGP Select Pipeline,960
Rnasek,Rnasek<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Rnf10,Rnf10<tm1b(KOMP)Wtsi>,homozygote,WTSI,11,6,5,involves: C57BL/6N,MGP Select Pipeline,960
Rnf114,Rnf114<em1(IMPC)Wtsi>,homozygote,WTSI,2,1,1,involves: C57BL/6N,MGP Select Pipeline,960
Rnf125,Rnf125<tm1a(EUCOMM)Hmgu>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Rnf138,Rnf138<tm1b(EUCOMM)Hmgu>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Rnf157,Rnf157<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Ropn1l,Ropn1l<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,8,4,4,involves: C57BL/6N,MGP Select Pipeline,960
Rpgrip1l,Rpgrip1l<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Rpia,Rpia<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Rsad1,Rsad1<tm1(KOMP)Vlcg>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Rspo4,Rspo4<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Rtbdn,Rtbdn<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Rufy2,Rufy2<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Rufy2,Rufy2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,5,2,3,involves: C57BL/6N,MGP Select Pipeline,960
Rundc1,Rundc1<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Rundc1,Rundc1<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Rwdd1,Rwdd1<tm1b(KOMP)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Sag,Sag<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Sap130,Sap130<tm1a(KOMP)Mbp>,heterozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Scaf11,Scaf11<em1(IMPC)Wtsi>,homozygote,WTSI,7,3,4,involves: C57BL/6N,MGP Select Pipeline,960
Scn3b,Scn3b<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Sec1,Sec1<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Sec22b,Sec22b<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Secisbp2,Secisbp2<tm1c(EUCOMM)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Seh1l,Seh1l<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Sel1l,Sel1l<tm1e(KOMP)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Selenok,Selenok<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Selenok,Selenok<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,7,7,0,involves: C57BL/6N,MGP Select Pipeline,960
Selenow,Selenow<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Septin10,Septin10<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Septin10,Septin10<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Serinc3,Serinc3<tm1a(KOMP)Wtsi>,homozygote,WTSI,6,4,2,involves: C57BL/6N,MGP Select Pipeline,960
Serpina3c,Serpina3c<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Setd4,Setd4<tm1a(KOMP)Wtsi>,homozygote,WTSI,5,4,1,involves: C57BL/6N,MGP Select Pipeline,960
Setd5,Setd5<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,9,7,2,involves: C57BL/6N,MGP Select Pipeline,960
Sfxn3,Sfxn3<tm1b(KOMP)Wtsi>,homozygote,WTSI,6,6,0,involves: C57BL/6N,MGP Select Pipeline,960
Sgms1,Sgms1<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Sgsm1,Sgsm1<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Sh2d5,Sh2d5<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Sh3bgrl3,Sh3bgrl3<tm2b(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Sh3bp4,Sh3bp4<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Sh3pxd2a,Sh3pxd2a<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Sik3,Sik3<tm1a(EUCOMM)Hmgu>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Sirt3,Sirt3<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,6,5,1,involves: C57BL/6N,MGP Select Pipeline,960
Skida1,Skida1<tm1(KOMP)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Slamf9,Slamf9<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Slc16a4,Slc16a4<tm2e(EUCOMM)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Slc16a6,Slc16a6<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Slc1a4,Slc1a4<tm1e(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Slc20a2,Slc20a2<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
